,doc_hdr_id,doc_typ_nm,doc_crte_dt,crte_dt,doc_mdfn_dt,actn_rqst_cd,campus,concentration1,concentration2,department1,department2,major1,major2,minor1,minor2,requestedof,dayssincerequest,dayssincecreate
1204,86388706,UGS-MAAdvancedDegree.ParentDoctype,05-Nov-19,05-Nov-19,05-Nov-19,Approve,BL,,,AADM,,ARTADMA,,,,UGS.BL.MAAdvDeg.AADM1,92,92
1205,86388863,UGS.ExceptionMinor.Doctype,05-Nov-19,05-Nov-19,05-Nov-19,Approve,IN,,,SWK,,SWKMSW,,,,UGS.IN.SECREC.SWK,92,92
1206,86389418,COLLGRAD.AdvisoryCom.Doctype,05-Nov-19,14-Nov-19,14-Nov-19,Approve,BL,,,FOLK,HIST,FOLKPHD,HISTPHD,Ethnomusicology,United States,jonesall,83,92
1207,86389857,UGS.CommitteeV2.Doctype,05-Nov-19,05-Nov-19,05-Nov-19,Approve,BL,,,REL,,RELPHD,,Critical Theory,,UGS.BL.Committee.REL1,92,92
1208,86390041,UGS.CommitteeV2.Doctype,05-Nov-19,05-Nov-19,05-Nov-19,Approve,BL,,,OPT,,VISSCPHD,,Neuroscience,,UGS.BL.Committee.OPT1,92,92
1209,86390651,UGS-MAAdvancedDegree.ParentDoctype,05-Nov-19,05-Nov-19,05-Nov-19,Approve,BL,,,AADM,,ARTADMA,,,,UGS.BL.MAAdvDeg.AADM1,92,92
1210,86392565,UGS.CommitteeV2.Doctype,06-Nov-19,06-Nov-19,06-Nov-19,Approve,BL,,,PHIL,,PHILPHD,,History of German Thought ,,sshapsha,91,91
1211,86394314,COLLGRAD.AdvisoryCom.Doctype,06-Nov-19,14-Nov-19,06-Nov-19,Approve,BL,,,CHEM,,CHEMPHD,,Chemical Biology,,COLLGRAD.AdvisoryCom.COLLGRAD,83,91
1212,86394332,COLLGRAD.AdvisoryCom.Doctype,06-Nov-19,14-Nov-19,06-Nov-19,Approve,BL,,,CHEM,,CHEMPHD,,Chemical Biology,,COLLGRAD.AdvisoryCom.COLLGRAD,83,91
1213,86394440,COLLGRAD.AdvisoryCom.Doctype,06-Nov-19,20-Nov-19,06-Nov-19,Approve,BL,,,CHEM,,CHEMPHD,,Chemical Biology,,COLLGRAD.AdvisoryCom.COLLGRAD,77,91
1214,86394875,COLLGRAD.AdvisoryCom.Doctype,06-Nov-19,20-Nov-19,06-Nov-19,Approve,BL,,,CHEM,,CHEMPHD,,Chemical Biology,,COLLGRAD.AdvisoryCom.COLLGRAD,77,91
1215,86394947,COLLGRAD.AdvisoryCom.Doctype,06-Nov-19,20-Nov-19,06-Nov-19,Approve,BL,,,CHEM,,CHEMPHD,,Chemical Biology,,COLLGRAD.AdvisoryCom.COLLGRAD,77,91
1216,86394990,COLLGRAD.AdvisoryCom.Doctype,06-Nov-19,13-Nov-19,06-Nov-19,Approve,BL,,,CHEM,,CHEMPHD,,Sustainable Energy,,COLLGRAD.AdvisoryCom.COLLGRAD,84,91
1217,86395126,COLLGRAD.AdvisoryCom.Doctype,06-Nov-19,13-Nov-19,06-Nov-19,Approve,BL,,,CHEM,,CHEMPHD,,Chemical Biology ,,COLLGRAD.AdvisoryCom.COLLGRAD,84,91
1218,86395164,UGS-MAAdvancedDegree.ParentDoctype,06-Nov-19,06-Nov-19,06-Nov-19,Approve,BL,,,AADM,,ARTADMA,,,,UGS.BL.MAAdvDeg.AADM1,91,91
1219,86395330,COLLGRAD.AdvisoryCom.Doctype,06-Nov-19,23-Jan-20,06-Nov-19,Approve,BL,,,CHEM,,CHEMPHD,,Materials,,COLLGRAD.AdvisoryCom.COLLGRAD,13,91
1220,86395536,COLLGRAD.AdvisoryCom.Doctype,06-Nov-19,25-Nov-19,06-Nov-19,Approve,BL,,,CHEM,,CHEMPHD,,Chemical Biology,,COLLGRAD.AdvisoryCom.COLLGRAD,72,91
1221,86395865,COLLGRAD.AdvisoryCom.Doctype,06-Nov-19,13-Nov-19,06-Nov-19,Approve,BL,,,CHEM,,CHEMPHD,,Chemical Biology,,COLLGRAD.AdvisoryCom.COLLGRAD,84,91
1222,86396156,COLLGRAD.AdvisoryCom.Doctype,06-Nov-19,14-Nov-19,06-Nov-19,Approve,BL,,,CHEM,,CHEMPHD,,Materials,,COLLGRAD.AdvisoryCom.COLLGRAD,83,91
1223,86396204,COLLGRAD.AdvisoryCom.Doctype,06-Nov-19,20-Nov-19,06-Nov-19,Approve,BL,,,CHEM,,CHEMPHD,,Materials,,COLLGRAD.AdvisoryCom.COLLGRAD,77,91
1224,86396394,COLLGRAD.AdvisoryCom.Doctype,06-Nov-19,10-Jan-20,06-Nov-19,Approve,BL,,,CHEM,,CHEMPHD,,Physical ,,COLLGRAD.AdvisoryCom.COLLGRAD,26,91
1225,86396495,UGS-MAAdvancedDegree.ParentDoctype,06-Nov-19,06-Nov-19,06-Nov-19,Approve,BL,,,AADM,,ARTADMA,,,,UGS.BL.MAAdvDeg.AADM1,91,91
1229,86398799,COLLGRAD.AdvisoryCom.Doctype,07-Nov-19,13-Nov-19,07-Nov-19,Approve,BL,,,CHEM,,CHEMPHD,,Materials,,COLLGRAD.AdvisoryCom.COLLGRAD,84,90
1230,86399371,UGS.Candidacy.Doctype,07-Nov-19,07-Nov-19,07-Nov-19,Approve,BL,Organic,,CHEM,,CHEMPHD,,CHEBIOGMIN,,UGS.BL.Candidacy.CHEM1,90,90
1231,86399430,UGS.CommitteeV2.Doctype,07-Nov-19,07-Nov-19,07-Nov-19,Approve,BL,,,CHEM,,CHEMPHD,,Organic,,UGS.BL.Committee.CHEM1,90,90
1232,86400434,UGS.ExceptionWaiver.Doctype,07-Nov-19,02-Dec-19,07-Nov-19,Approve,BL,Chemical Biology,N/A,CHEM,,CHEMPHD,CHEMPHD,,,UGS.BL.SECREC.CHEM,65,90
1233,86400450,UGS.Candidacy.Doctype,07-Nov-19,14-Jan-20,07-Nov-19,Approve,BL,Inorganic,,CHEM,,CHEMPHD,,CHEMGMIN,,kraghava,22,90
1234,86400708,UGS.CommitteeV2.Doctype,07-Nov-19,07-Nov-19,07-Nov-19,Approve,BL,,,CHEM,,CHEMPHD,,,,UGS.BL.Committee.CHEM1,90,90
1235,86401469,COLLGRAD.AdvisoryCom.Doctype,07-Nov-19,07-Nov-19,07-Nov-19,Approve,BL,,,NELC,,NELCPHD,,Linguistics,,COLLGRAD.AdvisoryCom.COLLGRAD,90,90
1236,86402182,COLLGRAD.AdvisoryCom.Doctype,07-Nov-19,08-Nov-19,07-Nov-19,Approve,BL,,,CHEM,,CHEMPHD,,Inorganic,,COLLGRAD.AdvisoryCom.COLLGRAD,89,90
1237,86402434,UGS-MAAdvancedDegree.ParentDoctype,07-Nov-19,07-Nov-19,07-Nov-19,Approve,BL,,,AADM,,ARTADMA,,,,UGS.BL.MAAdvDeg.AADM1,90,90
1238,86402883,UGS-MAAdvancedDegree.ParentDoctype,08-Nov-19,02-Jan-20,08-Nov-19,Approve,IN,,,ANTH,,APLANTHMA,,,,UGS.MAAdvDeg.INFinal.UGS,34,89
1239,86405190,UGS-MAAdvancedDegree.ParentDoctype,08-Nov-19,11-Nov-19,08-Nov-19,Approve,IN,,,PHST,,PHLSTEXCMA,,,,UGS.MAAdvDeg.INFinal.UGS,86,89
1240,86406104,COLLGRAD.AdvisoryCom.Doctype,08-Nov-19,20-Nov-19,08-Nov-19,Approve,BL,,,CHEM,,CHEMPHD,,Materials,,COLLGRAD.AdvisoryCom.COLLGRAD,77,89
1241,86408563,COLLGRAD.AdvisoryCom.Doctype,11-Nov-19,20-Nov-19,11-Nov-19,Approve,BL,,,CHEM,,CHEMPHD,,chemical biology ,,COLLGRAD.AdvisoryCom.COLLGRAD,77,86
1242,86410286,UGS.CommitteeChangeV2.Doctype,11-Nov-19,11-Nov-19,11-Nov-19,Approve,IN,,,MNEU,,MNEURSPHD,,Life Sciences,,skhizroe,86,86
1243,86410818,COLLGRAD.AdvisoryCom.Doctype,11-Nov-19,12-Nov-19,11-Nov-19,Approve,BL,,,NELC,NELC,NELCPHD,NELCPHD,Linguistics,,COLLGRAD.AdvisoryCom.COLLGRAD,85,86
1244,86410924,UGS.ExceptionWaiver.Doctype,11-Nov-19,25-Nov-19,11-Nov-19,Approve,BL,Organic,,CHEM,,CHEMPHD,,CHEBIOGMIN,,npohl,72,86
1245,86412332,UGS.CommitteeV2.Doctype,11-Nov-19,26-Dec-19,11-Nov-19,Approve,BL,,,MSCH,,MDARSCPHD,,French,,UGS.BL.Committee.MSCH1,41,86
1246,86413004,UGS-MAAdvancedDegree.ParentDoctype,11-Nov-19,11-Nov-19,11-Nov-19,Approve,BL,Gender and Sexuality Studies,,HIST,,HISTMA,,,,UGS.BL.MAAdvDeg.HIST1,86,86
1247,86413004,UGS-MAAdvancedDegree.ParentDoctype,11-Nov-19,11-Nov-19,11-Nov-19,FYI,BL,Gender and Sexuality Studies,,HIST,,HISTMA,,,,UGS.MAAdvDeg.BL.UGS,86,86
1248,86413568,COLLGRAD.AdvisoryComChange.Doctype,11-Nov-19,12-Dec-19,11-Nov-19,Approve,BL,,,MSCH,,MDARSCPHD,,Political Science,,COLLGRAD.AdvisoryCom.COLLGRAD,55,86
1249,86415544,COLLGRAD.AdvisoryCom.Doctype,12-Nov-19,20-Nov-19,12-Nov-19,Approve,BL,,,ANTH,,ANTHPHD,,Conc: Archaeology; Minor: Geography,,COLLGRAD.AdvisoryCom.COLLGRAD,77,85
1250,86416028,UGS.CommitteeV2.Doctype,12-Nov-19,14-Nov-19,12-Nov-19,Approve,BL,,,PHYS,,PHYSPHD,,,,jackjenk,83,85
1251,86416650,UGS.CommitteeV2.Doctype,12-Nov-19,03-Feb-20,12-Nov-19,Approve,BL,,,NELC,,NELCPHD,,Comparative Literature (min),,UGS.BL.Committee.NELC1,2,85
1252,86417058,UGS-MAAdvancedDegree.ParentDoctype,12-Nov-19,12-Nov-19,12-Nov-19,Approve,BL,,,AADM,,ARTADMA,,,,UGS.BL.MAAdvDeg.AADM1,85,85
1253,86417505,COLLGRAD.AdvisoryCom.Doctype,12-Nov-19,12-Nov-19,12-Nov-19,Approve,BL,,,GEOG,,GEOGPHD,,Human Dimensions of Global Environmental Change,,COLLGRAD.AdvisoryCom.COLLGRAD,85,85
1254,86418191,UGS-MAAdvancedDegree.ParentDoctype,12-Nov-19,12-Nov-19,12-Nov-19,Approve,IN,,,ECON,,ECONMA,,,,UGS.IN.MAAdvDeg.ECON1,85,85
1255,86418901,UGS-MAAdvancedDegree.ParentDoctype,12-Nov-19,26-Nov-19,12-Nov-19,Approve,IN,,,CLRES,,CLRESMSCR,,,,UGS.MAAdvDeg.INFinal.UGS,71,85
1256,86421041,COLLGRAD.AdvisoryCom.Doctype,13-Nov-19,04-Dec-19,13-Nov-19,Approve,BL,,,CHEM,,CHEMPHD,,Inorganic,,COLLGRAD.AdvisoryCom.COLLGRAD,63,84
1257,86421564,UGS-MAAdvancedDegree.ParentDoctype,13-Nov-19,14-Nov-19,13-Nov-19,Approve,IN,,,COMM,,APLCMMA,,,,UGS.MAAdvDeg.INFinal.UGS,83,84
1258,86423126,UGS.CommitteeV2.Doctype,13-Nov-19,03-Feb-20,13-Nov-19,FYI,BL,,,NELC,,NELCPHD,,,,tomlewis,2,84
1259,86423126,UGS.CommitteeV2.Doctype,13-Nov-19,04-Feb-20,13-Nov-19,Approve,BL,,,NELC,,NELCPHD,,,,alani,1,84
1260,86423842,UGS-MAAdvancedDegree.ParentDoctype,13-Nov-19,13-Nov-19,13-Nov-19,Approve,BL,,,GRAD,,CYSRMGDEMS,,,,UGS.BL.MAAdvDeg.GRAD1,84,84
1261,86423966,UGS-MAAdvancedDegree.ParentDoctype,13-Nov-19,13-Nov-19,13-Nov-19,Approve,BL,,,GRAD,,CYSRMGDEMS,,,,UGS.BL.MAAdvDeg.GRAD1,84,84
1262,86424143,UGS-MAAdvancedDegree.ParentDoctype,13-Nov-19,13-Nov-19,13-Nov-19,Approve,BL,,,GRAD,,CYSRMGMTMS,,,,UGS.BL.MAAdvDeg.GRAD1,84,84
1263,86424784,COLLGRAD.AdvisoryCom.Doctype,13-Nov-19,15-Nov-19,13-Nov-19,Approve,BL,,,LING,,LINGPHD,,Computational Linguistics,,COLLGRAD.AdvisoryCom.COLLGRAD,82,84
1264,86424800,COLLGRAD.AdvisoryCom.Doctype,13-Nov-19,13-Nov-19,13-Nov-19,Approve,BL,,,LING,,LINGPHD,,Informatics,,COLLGRAD.AdvisoryCom.COLLGRAD,84,84
1265,86425029,COLLGRAD.AdvisoryComChange.Doctype,13-Nov-19,14-Nov-19,13-Nov-19,Approve,BL,,,ANTH,,ANTHPHD,,Minor: Geography/Conc: Archaeology,,COLLGRAD.AdvisoryCom.COLLGRAD,83,84
1266,86425913,UGS.ExceptionRevalidation.Doctype,13-Nov-19,13-Nov-19,13-Nov-19,Approve,IN,,,ENG,BIOP,,,,,UGS.IN.SECREC.BIOP,84,84
1267,86425913,UGS.ExceptionRevalidation.Doctype,13-Nov-19,13-Nov-19,13-Nov-19,Approve,IN,,,ENG,BIOP,,,,,UGS.IN.SECREC.ENG,84,84
1268,86425964,UGS.ExceptionWaiver.Doctype,13-Nov-19,20-Dec-19,13-Nov-19,Approve,BL,,,EDUCELPS,,HIEDPHD,,,,UGS.BL.DGS.EDUCELPS,47,84
1269,86426086,UGS.Candidacy.Doctype,13-Nov-19,05-Dec-19,13-Nov-19,Approve,BL,Bioinformatics,,CSCI,,CSCIPHD,,BIOINGMIN,,fsharifi,62,84
1270,86426087,UGS.ExceptionMinor.Doctype,13-Nov-19,30-Jan-20,13-Nov-19,Approve,BL,Mathematics Education,,EDUCCI,,CRINPHD,,,,UGS.Exception.AssistantDean,6,84
1271,86428488,COLLGRAD.AdvisoryCom.Doctype,14-Nov-19,13-Dec-19,14-Nov-19,Approve,BL,,,COGS,INFO,COGSPHD,INFOPHD,,,COLLGRAD.AdvisoryCom.COLLGRAD,54,83
1272,86428981,COLLGRAD.AdvisoryCom.Doctype,14-Nov-19,14-Nov-19,14-Nov-19,Approve,BL,,,CHEM,,CHEMPHD,,Inorganic Chemistry,,kraghava,83,83
1273,86429254,COLLGRAD.AdvisoryCom.Doctype,14-Nov-19,14-Nov-19,14-Nov-19,Approve,BL,,,HIST,,HISTPHD,,Gender Studies Minor / United States & Cultural History Concentrations,,COLLGRAD.AdvisoryCom.COLLGRAD,83,83
1274,86429479,UGS.CommitteeV2.Doctype,14-Nov-19,22-Nov-19,14-Nov-19,Approve,BL,,,BIOC,,BIOCPHD,,Chemistry,,gjcoffma,75,83
1275,86430918,UGS.CommitteeV2.Doctype,14-Nov-19,14-Nov-19,14-Nov-19,Approve,BL,,,CSCI,,CSCIPHD,,Cognitive Science,,UGS.BL.Committee.CSCI1,83,83
1276,86432020,COLLGRAD.AdvisoryCom.Doctype,14-Nov-19,06-Jan-20,14-Nov-19,Approve,BL,,,CHEM,,CHEMPHD,,inorganic,,COLLGRAD.AdvisoryCom.COLLGRAD,30,83
1277,86432403,COLLGRAD.AdvisoryCom.Doctype,14-Nov-19,16-Nov-19,14-Nov-19,Approve,BL,,,CHEM,,CHEMPHD,,Biophysical Chemistry,,reilly,81,83
1278,86432523,COLLGRAD.AdvisoryCom.Doctype,14-Nov-19,18-Nov-19,14-Nov-19,Approve,BL,,,CHEM,,CHEMPHD,,Materials,,COLLGRAD.AdvisoryCom.COLLGRAD,79,83
1279,86432843,UGS.Candidacy.Doctype,14-Nov-19,15-Nov-19,14-Nov-19,Approve,BL,,,SPH,,KYHPPHD,,HMPRFGMIN,,nabiyuni,82,83
1284,86463357,COLLGRAD.AdvisoryCom.Doctype,17-Nov-19,26-Nov-19,17-Nov-19,Approve,BL,,,NELC,,NELCPHD,,Applied Linguistics,,COLLGRAD.AdvisoryCom.COLLGRAD,71,80
1285,86463437,UGS.Candidacy.Doctype,17-Nov-19,17-Nov-19,17-Nov-19,Approve,BL,Literature,,ENG,,ENGPHD,,MESTGMIN,,UGS.BL.Candidacy.ENG1,80,80
1286,86463469,COLLGRAD.AdvisoryCom.Doctype,17-Nov-19,26-Nov-19,17-Nov-19,Approve,BL,,,NELC,,NELCPHD,,Linguistics,,COLLGRAD.AdvisoryCom.COLLGRAD,71,80
1289,86464880,UGS.CommitteeV2.Doctype,18-Nov-19,03-Feb-20,18-Nov-19,Approve,BL,,,CHEM,,CHEMPHD,,chemical biology,,tsnaddon,2,79
1290,86465363,UGS.ExceptionWaiver.Doctype,18-Nov-19,18-Nov-19,18-Nov-19,Approve,BL,PhD,,CHEM,,CHEMPHD,, select,,emwasim,79,79
1291,86465367,UGS.Candidacy.Doctype,18-Nov-19,21-Nov-19,18-Nov-19,Approve,BL,Cinema and Media Studies,,MSCH,,MDARSCPHD,,FRENGMIN,,francist,76,79
1292,86468049,UGS.CommitteeV2.Doctype,18-Nov-19,19-Nov-19,18-Nov-19,Approve,BL,,,BUS,BUS,BUSPHD,BUSPHD,Operations and Supply Chain Management,Decision Sciences,cch3,78,79
1293,86468635,COLLGRAD.AdvisoryCom.Doctype,18-Nov-19,19-Nov-19,18-Nov-19,Approve,BL,,,NELC,,NELCPHD,,Religious Studies,,COLLGRAD.AdvisoryCom.COLLGRAD,78,79
1294,86468780,UGS-MAAdvancedDegree.ParentDoctype,18-Nov-19,18-Nov-19,18-Nov-19,Approve,BL,,,GRAD,,CYSRMGDEMS,,,,UGS.BL.MAAdvDeg.GRAD1,79,79
1295,86471271,UGS.Candidacy.Doctype,19-Nov-19,09-Jan-20,19-Nov-19,Approve,BL,,,EDUCLCLE,,LCLNGPHD,,EDPSYGMIN,STATSCIMIN,wrsmith,27,78
1296,86472077,COLLGRAD.AdvisoryCom.Doctype,19-Nov-19,19-Nov-19,19-Nov-19,Approve,BL,,,BIOL,,MCDBPHD,,Genetics,,jtenness,78,78
1297,86472891,UGS.Candidacy.Doctype,19-Nov-19,19-Nov-19,19-Nov-19,Approve,BL,,,CSCI,,CSCIPHD,,LOGICGMIN,,UGS.BL.Candidacy.CSCI1,78,78
1298,86473503,UGS.Candidacy.Doctype,19-Nov-19,17-Dec-19,19-Nov-19,Approve,BL,,,SOC,,SOCPHD,,SSRMGMIN,,cha5,50,78
1299,86475058,COLLGRAD.AdvisoryCom.Doctype,19-Nov-19,04-Dec-19,19-Nov-19,Approve,BL,,,CHEM,,CHEMPHD,,Inorganic,,COLLGRAD.AdvisoryCom.COLLGRAD,63,78
1300,86477434,UGS.CommitteeV2.Doctype,20-Nov-19,22-Jan-20,20-Nov-19,Approve,BL,,,CHEM,,CHEMPHD,,Materials,,tsnaddon,14,77
1301,86477517,UGS.Candidacy.Doctype,20-Nov-19,26-Nov-19,20-Nov-19,Approve,IN,Bioinformatics,,INFO,,INFOPHD,,BIOSTATMIN,,UGS.IN.Candidacy.INFO1,71,77
1302,86477517,UGS.Candidacy.Doctype,20-Nov-19,26-Nov-19,20-Nov-19,FYI,IN,Bioinformatics,,INFO,,INFOPHD,,BIOSTATMIN,,jofjones,71,77
1307,86479048,COLLGRAD.AdvisoryCom.Doctype,20-Nov-19,21-Nov-19,20-Nov-19,Approve,BL,,,CHEM,,CHEMPHD,,Scientific Computing,,kraghava,76,77
1308,86479120,COLLGRAD.AdvisoryCom.Doctype,20-Nov-19,10-Jan-20,20-Nov-19,Approve,BL,,,CHEM,,CHEMPHD,,Biophysics,,COLLGRAD.AdvisoryCom.COLLGRAD,26,77
1309,86479365,COLLGRAD.AdvisoryCom.Doctype,20-Nov-19,21-Nov-19,20-Nov-19,Approve,BL,,,CHEM,,CHEMPHD,,scientific computing ,,kraghava,76,77
1310,86479468,COLLGRAD.AdvisoryCom.Doctype,20-Nov-19,24-Jan-20,20-Nov-19,Approve,BL,,,CHEM,,CHEMPHD,,Physical,,COLLGRAD.AdvisoryCom.COLLGRAD,12,77
1311,86479540,COLLGRAD.AdvisoryCom.Doctype,20-Nov-19,24-Jan-20,20-Nov-19,Approve,BL,,,CHEM,,CHEMPHD,,Chemical and Physical Biology,,COLLGRAD.AdvisoryCom.COLLGRAD,12,77
1312,86479842,UGS.ExceptionWaiver.Doctype,20-Nov-19,30-Jan-20,20-Nov-19,Approve,BL,Bioengineering,Complex and Network Systems,ENGR,INFO,INSENGRPHD,INFOPHD,,,rocha,6,77
1313,86480553,UGS.ExceptionWaiver.Doctype,20-Nov-19,20-Nov-19,20-Nov-19,Approve,BL,,,ENGR,,INSENGRPHD,,,,UGS.BL.SECREC.ENGR,77,77
1314,86480857,COLLGRAD.AdvisoryCom.Doctype,20-Nov-19,04-Dec-19,20-Nov-19,Approve,BL,,,CHEM,,CHEMPHD,,Bio-Materials Chemistry ,,COLLGRAD.AdvisoryCom.COLLGRAD,63,77
1315,86480866,COLLGRAD.AdvisoryCom.Doctype,20-Nov-19,04-Dec-19,20-Nov-19,Approve,BL,,,CHEM,,CHEMPHD,,Bio-Materials Chemistry,,COLLGRAD.AdvisoryCom.COLLGRAD,63,77
1316,86481887,UGS-MAAdvancedDegree.ParentDoctype,21-Nov-19,10-Dec-19,21-Nov-19,Approve,IN,,,ECON,,ECONMA,,,,UGS.MAAdvDeg.INFinal.UGS,57,76
1317,86483092,UGS-MAAdvancedDegree.ParentDoctype,21-Nov-19,11-Dec-19,21-Nov-19,Approve,BL,Greek,,CLAS,,CLSTMA,,,,UGS.BL.MAAdvDeg.CLAS1,56,76
1318,86483104,UGS.Candidacy.Doctype,21-Nov-19,21-Nov-19,21-Nov-19,Approve,BL,,,MSCH,,MDARSCPHD,,SOCINFGMIN,,UGS.BL.Candidacy.MSCH1,76,76
1319,86484306,UGS-MAAdvancedDegree.ParentDoctype,21-Nov-19,21-Nov-19,21-Nov-19,Approve,BL,,,AADM,,ARTADMA,,,,UGS.BL.MAAdvDeg.AADM1,76,76
1320,86485691,COLLGRAD.AdvisoryCom.Doctype,21-Nov-19,26-Nov-19,21-Nov-19,Approve,BL,,,NELC,,NELCPHD,,Religious Studies,,COLLGRAD.AdvisoryCom.COLLGRAD,71,76
1321,86491838,UGS.ExceptionWaiver.Doctype,23-Nov-19,03-Dec-19,23-Nov-19,Approve,BL,,,,,,,,,jamepayn,64,74
1322,86494073,COLLGRAD.AdvisoryCom.Doctype,25-Nov-19,16-Jan-20,25-Nov-19,Approve,BL,,,HPSC,,HPSCPHD,,,,COLLGRAD.AdvisoryCom.COLLGRAD,20,72
1323,86497397,UGS-MAAdvancedDegree.ParentDoctype,26-Nov-19,26-Nov-19,26-Nov-19,Approve,IN,,,POLS,,POLSMA,,,,UGS.IN.MAAdvDeg.POLS1,71,71
1324,86501593,UGS.Candidacy.Doctype,26-Nov-19,20-Dec-19,26-Nov-19,Approve,IN,,,BIST,,BISTPHD,,COMPSCIMIN,,UGS.Candidacy.UGS.IN,47,71
1325,86530430,UGS-MAAdvancedDegree.ParentDoctype,01-Dec-19,01-Dec-19,01-Dec-19,Approve,BL,,,AADM,,ARTADMA,,,,UGS.BL.MAAdvDeg.AADM1,66,66
1326,86530438,COLLGRAD.AdvisoryCom.Doctype,01-Dec-19,23-Jan-20,01-Dec-19,Approve,BL,,,LING,,LINGPHD,,EALC-Chinese,,COLLGRAD.AdvisoryCom.COLLGRAD,13,66
1327,86531978,UGS-MAAdvancedDegree.ParentDoctype,02-Dec-19,02-Dec-19,02-Dec-19,Approve,BL,,,AADM,,ARTADMA,,,,UGS.BL.MAAdvDeg.AADM1,65,65
1330,86535904,UGS.Candidacy.Doctype,02-Dec-19,02-Dec-19,02-Dec-19,Approve,BL,Analytical,,CHEM,,CHEMPHD,,Individualized,,UGS.BL.Candidacy.CHEM1,65,65
1331,86536164,COLLGRAD.AdvisoryCom.Doctype,02-Dec-19,03-Dec-19,02-Dec-19,Approve,BL,,,HIST,,HISTPHD,,Germanic St. / African & Modern Europe History,,COLLGRAD.AdvisoryCom.COLLGRAD,64,65
1332,86537688,UGS.Candidacy.Doctype,02-Dec-19,02-Dec-19,02-Dec-19,Approve,BL,,,EDUCELPS,,HIEDPHD,,DATSCIGMIN,,UGS.BL.Candidacy.EDUCELPS1,65,65
1333,86537723,COLLGRAD.AdvisoryCom.Doctype,02-Dec-19,05-Dec-19,02-Dec-19,Approve,BL,,,NELC,,NELCPHD,,Religious Studies,,COLLGRAD.AdvisoryCom.COLLGRAD,62,65
1334,86537723,COLLGRAD.AdvisoryCom.Doctype,02-Dec-19,05-Dec-19,02-Dec-19,FYI,BL,,,NELC,,NELCPHD,,Religious Studies,,COLLGRAD.AdvisoryCom.BL.NELC1,62,65
1335,86537725,COLLGRAD.AdvisoryCom.Doctype,02-Dec-19,31-Jan-20,02-Dec-19,Approve,BL,,,NELC,,NELCPHD,,,,COLLGRAD.AdvisoryCom.COLLGRAD,5,65
1336,86537741,UGS.ExceptionWaiver.Doctype,02-Dec-19,06-Dec-19,02-Dec-19,Approve,BL,"Masters of Science in Education (literacy, culture, language education) and EFL/ESL Teacher Training Certificate ",,EDUCLCLE,,LCLNGPHD,,,,Fpawan,61,65
1337,86541986,UGS.Candidacy.Doctype,03-Dec-19,16-Dec-19,03-Dec-19,Approve,BL,Complex Systems,,INFO,,INFOPHD,,Individualized,,bfrische,51,64
1338,86548791,UGS-MAAdvancedDegree.ParentDoctype,05-Dec-19,05-Dec-19,05-Dec-19,Approve,IN,,,GEOG,,GISMS,,,,UGS.IN.MAAdvDeg.GEOG1,62,62
1339,86549095,UGS.Candidacy.Doctype,05-Dec-19,17-Dec-19,05-Dec-19,Approve,BL,,,PHIL,,PHILPHD,,MESTGMIN,,UGS.BL.Candidacy.PHIL2.PHILPHD,50,62
1340,86549359,UGS-MAAdvancedDegree.ParentDoctype,05-Dec-19,05-Dec-19,05-Dec-19,Approve,BL,,,AADM,,ARTADMA,,,,UGS.BL.MAAdvDeg.AADM1,62,62
1341,86550131,UGS.CommitteeV2.Doctype,05-Dec-19,06-Dec-19,05-Dec-19,Approve,BL,,,HISP,,SPANPHD,,Latin American & Caribbean Studies | Hispanic Literatures,,abirkenm,61,62
1342,86553160,UGS.Candidacy.Doctype,05-Dec-19,05-Dec-19,05-Dec-19,Approve,BL,,,ANTH,,ANTHPHD,,ENVSCIGMIN,,UGS.BL.Candidacy.ANTH1,62,62
1345,86555992,UGS-MAAdvancedDegree.ParentDoctype,06-Dec-19,17-Dec-19,06-Dec-19,Approve,IN,,,PSY,,ASOPMS,,,,UGS.MAAdvDeg.INFinal.UGS,50,61
1346,86556427,UGS.ExceptionRevalidation.Doctype,06-Dec-19,22-Jan-20,06-Dec-19,Approve,BL,,,EDUCELPS,,HIEDPHD,,INDVGMIN,,salebeau,14,61
1347,86556545,UGS-MAAdvancedDegree.ParentDoctype,06-Dec-19,06-Dec-19,06-Dec-19,Approve,BL,,,AADM,,ARTADMA,,,,UGS.BL.MAAdvDeg.AADM1,61,61
1348,86556612,UGS.ExceptionRevalidation.Doctype,06-Dec-19,06-Dec-19,06-Dec-19,Approve,BL,,,EDUCELPS,,HIEDPHD,,INDVGMIN,,uconnor,61,61
1349,86556630,UGS.ExceptionRevalidation.Doctype,06-Dec-19,22-Jan-20,06-Dec-19,Approve,BL,,,EDUCELPS,,HIEDPHD,,INDVGMIN,,salebeau,14,61
1350,86556842,UGS.ExceptionRevalidation.Doctype,06-Dec-19,06-Dec-19,06-Dec-19,Approve,BL,European Studies,,INTL,,INTLSTMA,,,,flhess,61,61
1351,86557015,COLLGRAD.AdvisoryCom.Doctype,06-Dec-19,11-Dec-19,06-Dec-19,Approve,BL,,,ECON,,ECONPHD,,,,COLLGRAD.AdvisoryCom.COLLGRAD,56,61
1352,86557515,UGS.Candidacy.Doctype,06-Dec-19,23-Jan-20,06-Dec-19,Approve,BL,,,COGS,,COGSPHD,,STATSCIMIN,PSYGMIN,dmanriqu,13,61
