,doc_hdr_id,doc_typ_nm,doc_crte_dt,crte_dt,doc_mdfn_dt,actn_rqst_cd,campus,concentration1,concentration2,department1,department2,major1,major2,minor1,minor2,requestedof,dayssincerequest,dayssincecreate
1353,86557888,COLLGRAD.AdvisoryCom.Doctype,07-Dec-19,11-Dec-19,07-Dec-19,Approve,BL,,,ECON,,ECONPHD,,,,COLLGRAD.AdvisoryCom.COLLGRAD,56,60
1354,86558096,UGS.Candidacy.Doctype,07-Dec-19,03-Feb-20,08-Dec-19,Approve,BL,Cyberphysical Systems,,ENGR,,INSENGRPHD,,CSCIGMIN,,mryoo,2,60
1355,86558096,UGS.Candidacy.Doctype,07-Dec-19,21-Jan-20,08-Dec-19,FYI,BL,Cyberphysical Systems,,ENGR,,INSENGRPHD,,CSCIGMIN,,lucgill,15,60
1356,86558344,UGS-MAAdvancedDegree.ParentDoctype,08-Dec-19,08-Dec-19,08-Dec-19,Approve,BL,,,AADM,,ARTADMA,,,,UGS.BL.MAAdvDeg.AADM1,59,59
1357,86558440,COLLGRAD.AdvisoryCom.Doctype,09-Dec-19,10-Dec-19,09-Dec-19,Approve,BL,,,ECON,,ECONPHD,,,,caixiao,57,58
1358,86558721,COLLGRAD.AdvisoryCom.Doctype,09-Dec-19,10-Dec-19,09-Dec-19,Approve,BL,,,ECON,,ECONPHD,,,,walkerj,57,58
1359,86560127,UGS.Candidacy.Doctype,09-Dec-19,09-Dec-19,09-Dec-19,Approve,BL,,,SOC,,SOCPHD,,SSRMGMIN,,blperry,58,58
1360,86560230,UGS.CommitteeV2.Doctype,09-Dec-19,12-Dec-19,09-Dec-19,Approve,BL,,,COGS,,COGSPHD,,Music,,dughof,55,58
1361,86560623,COLLGRAD.AdvisoryCom.Doctype,09-Dec-19,11-Dec-19,09-Dec-19,Approve,BL,,,ECON,,ECONPHD,,,,COLLGRAD.AdvisoryCom.COLLGRAD,56,58
1362,86560862,COLLGRAD.AdvisoryCom.Doctype,09-Dec-19,18-Dec-19,09-Dec-19,Approve,BL,,,ECON,,ECONPHD,,,,COLLGRAD.AdvisoryCom.COLLGRAD,49,58
1363,86560976,COLLGRAD.AdvisoryCom.Doctype,09-Dec-19,18-Dec-19,09-Dec-19,Approve,BL,,,ECON,,ECONPHD,,,,COLLGRAD.AdvisoryCom.COLLGRAD,49,58
1364,86561058,UGS-MAAdvancedDegree.ParentDoctype,09-Dec-19,09-Dec-19,09-Dec-19,Approve,BL,,,AADM,,ARTADMA,,,,UGS.BL.MAAdvDeg.AADM1,58,58
1365,86561208,UGS.ExceptionWaiver.Doctype,09-Dec-19,30-Jan-20,09-Dec-19,Approve,BL,Bioengineering,,ENGR,,INSENGRPHD,,MNENGRGMIN,,UGS.BL.DGS.ENGR,6,58
1366,86561402,COLLGRAD.AdvisoryCom.Doctype,09-Dec-19,18-Dec-19,09-Dec-19,Approve,BL,,,ECON,,ECONPHD,,,,COLLGRAD.AdvisoryCom.COLLGRAD,49,58
1367,86562022,COLLGRAD.AdvisoryCom.Doctype,09-Dec-19,10-Dec-19,09-Dec-19,Approve,BL,,,ECON,,ECONPHD,,,,COLLGRAD.AdvisoryCom.COLLGRAD,57,58
1368,86562333,UGS.CommitteeV2.Doctype,09-Dec-19,09-Dec-19,09-Dec-19,Approve,BL,,,PHYS,,PHYSPHD,,,,jackjenk,58,58
1369,86562697,UGS.ExceptionRevalidation.Doctype,09-Dec-19,10-Dec-19,09-Dec-19,Approve,BL,Instructional Systems Technology Ed.D.,,EDUCIST,,,,CNSLGMIN,,stocktor,57,58
1370,86562722,COLLGRAD.AdvisoryCom.Doctype,09-Dec-19,11-Dec-19,09-Dec-19,Approve,BL,,,ECON,,ECONPHD,,Econometrics,,COLLGRAD.AdvisoryCom.COLLGRAD,56,58
1371,86563111,COLLGRAD.AdvisoryCom.Doctype,09-Dec-19,11-Dec-19,09-Dec-19,Approve,BL,,,ECON,,ECONPHD,,,,COLLGRAD.AdvisoryCom.COLLGRAD,56,58
1372,86563399,UGS.Candidacy.Doctype,09-Dec-19,03-Feb-20,09-Dec-19,Approve,BL,,,SPHS,,SPHSPHD,,COGSGMIN,,kdejong,2,58
1373,86565531,UGS-MAAdvancedDegree.ParentDoctype,10-Dec-19,10-Dec-19,10-Dec-19,Approve,BL,,,AADM,,ARTADMA,,,,UGS.BL.MAAdvDeg.AADM1,57,57
1374,86565550,UGS.CommitteeV2.Doctype,10-Dec-19,10-Dec-19,10-Dec-19,Approve,BL,,,BUS,,BUSPHD,,Customized Minor - Strategic Analytics,,gmallapr,57,57
1375,86567978,COLLGRAD.AdvisoryCom.Doctype,10-Dec-19,31-Jan-20,11-Jan-20,Approve,BL,,,NELC,,NELCPHD,,History and Philosophy of Science and Medicine,,COLLGRAD.AdvisoryCom.COLLGRAD,5,57
1376,86568166,UGS.Candidacy.Doctype,10-Dec-19,10-Dec-19,10-Dec-19,Approve,BL,,,FOLK,,FOLKPHD,,HLTBEHGMIN,,UGS.BL.Candidacy.FOLK1,57,57
1377,86568567,COLLGRAD.AdvisoryCom.Doctype,10-Dec-19,18-Dec-19,10-Dec-19,Approve,BL,,,ECON,,ECONPHD,,,,COLLGRAD.AdvisoryCom.COLLGRAD,49,57
1378,86569067,UGS.ExceptionRevalidation.Doctype,10-Dec-19,16-Dec-19,10-Dec-19,Approve,BL,,,EDUCELPS,,HIEDPHD,,,,UGS.BL.DGS.EDUCELPS,51,57
1379,86572152,UGS-MAAdvancedDegree.ParentDoctype,11-Dec-19,13-Dec-19,11-Dec-19,Approve,IN,,,MICR,,MIIMMS,,,,UGS.MAAdvDeg.INFinal.UGS,54,56
1380,86573693,UGS.CommitteeV2.Doctype,11-Dec-19,11-Dec-19,11-Dec-19,Approve,BL,,,CSCI,,CSCIPHD,,,,UGS.BL.Committee.CSCI1,56,56
1381,86573898,UGS-MAAdvancedDegree.ParentDoctype,11-Dec-19,11-Dec-19,11-Dec-19,Approve,BL,,,AADM,,ARTADMA,,,,UGS.BL.MAAdvDeg.AADM1,56,56
1382,86577389,UGS.CommitteeV2.Doctype,12-Dec-19,12-Dec-19,12-Dec-19,Approve,IN,,,SWK,,SWKPHD,,Translational Research for Social Scientists,,maott,55,55
1383,86577854,UGS.Candidacy.Doctype,12-Dec-19,10-Jan-20,12-Dec-19,Approve,IN,Anatomy Education,,,,ANTCBPHD,,Individualized,,UGS.Candidacy.UGS.IN,26,55
1386,86605850,UGS.Candidacy.Doctype,13-Dec-19,13-Dec-19,13-Dec-19,Approve,BL,,,OPT,,VISSCPHD,,NEUSGMIN,,UGS.BL.Candidacy.OPT1,54,54
1387,86606694,UGS.CommitteeV2.Doctype,14-Dec-19,16-Dec-19,14-Dec-19,Approve,BL,,,FRIT,LING,FRENPHD,LINGPHD,Second Language Studies,,ldekydts,51,53
1388,86606975,UGS.CommitteeV2.Doctype,15-Dec-19,20-Dec-19,15-Dec-19,Approve,BL,,,HIST,,HISTPHD,,Latin American and Caribbean Studies / Latin American History,,dajames,47,52
1389,86607016,UGS.CommitteeV2.Doctype,15-Dec-19,31-Jan-20,15-Dec-19,Approve,BL,,,CEUS,,CEUSPHD,,History,,UGS.Committee.UGS.BL,5,52
1390,86607020,UGS-MAAdvancedDegree.ParentDoctype,15-Dec-19,15-Dec-19,15-Dec-19,Approve,IN,,,ENG,,ENGDEMA,,,,UGS.IN.MAAdvDeg.ENG1,52,52
1395,86608344,UGS-MAAdvancedDegree.ParentDoctype,16-Dec-19,16-Dec-19,16-Dec-19,Approve,IN,Creative Nonfiction Writing,,ENG,,ENGMA,,,,UGS.IN.MAAdvDeg.ENG1,51,51
1396,86609011,UGS.ExceptionWaiver.Doctype,16-Dec-19,04-Feb-20,16-Dec-19,Approve,BL,,,OPT,,VISSCPHD,,,,UGS.BL.DGS.OPT,1,51
1397,86609013,UGS-PhDDefense.ParentDoctype,16-Dec-19,16-Dec-19,16-Dec-19,Approve,BL,,,CHEM,,CHEMPHD,,Physical Biology,,mfj,51,51
1398,86609015,UGS.Candidacy.Doctype,16-Dec-19,04-Feb-20,16-Dec-19,Approve,BL,2 concs: Pol. Thry & Mtdgy / Comp Pol,,POLS,,POLSPHD,,REEIGMIN,,rsmyth,1,51
1399,86609045,UGS.Candidacy.Doctype,16-Dec-19,14-Jan-20,16-Dec-19,Approve,BL,,,EDUCLCLE,,LCLNGPHD,,INQMTHGMIN,,subose,22,51
1400,86609809,COLLGRAD.AdvisoryCom.Doctype,16-Dec-19,02-Jan-20,16-Dec-19,Approve,BL,,,CHEM,,CHEMPHD,,Chemical Biology,,COLLGRAD.AdvisoryCom.COLLGRAD,34,51
1401,86610301,UGS.Candidacy.Doctype,16-Dec-19,16-Dec-19,16-Dec-19,Approve,BL,,,EDUCLCLE,,LCLNGPHD,,ISTGMIN,,UGS.BL.Candidacy.EDUCLCLE1,51,51
1402,86610319,UGS-MAAdvancedDegree.ParentDoctype,16-Dec-19,16-Dec-19,16-Dec-19,Approve,IN,,,HIST,,HISTMA,,,,UGS.IN.MAAdvDeg.HIST1,51,51
1403,86610342,UGS.Candidacy.Doctype,16-Dec-19,13-Jan-20,16-Dec-19,Approve,BL,Archaeology,,ANTH,,ANTHPHD,,LTAMCGMIN,,UGS.BL.Candidacy.ANTH1,23,51
1404,86614636,COLLGRAD.AdvisoryCom.Doctype,17-Dec-19,17-Dec-19,17-Dec-19,Approve,BL,,,AST,,ASTPAPHD,,,,COLLGRAD.AdvisoryCom.COLLGRAD,50,50
1405,86616195,UGS.ExceptionWaiver.Doctype,17-Dec-19,18-Dec-19,17-Dec-19,Approve,BL,HCI,,INFO,,INFOPHD,,,,jbardzel,49,50
1406,86618396,COLLGRAD.AdvisoryCom.Doctype,18-Dec-19,19-Dec-19,18-Dec-19,Approve,BL,,,CHEM,,CHEMPHD,,Physical Materials Chemistry ,,COLLGRAD.AdvisoryCom.COLLGRAD,48,49
1407,86623020,UGS.Candidacy.Doctype,19-Dec-19,19-Dec-19,19-Dec-19,Approve,BL,Science Education,,EDUCCI,,CRINPHD,,ABEHGMIN,,UGS.BL.Candidacy.EDUCCI1,48,48
1408,86625105,COLLGRAD.AdvisoryComChange.Doctype,19-Dec-19,20-Dec-19,19-Dec-19,Approve,BL,,,NEUS,,NEUSPHD,,,,COLLGRAD.AdvisoryCom.COLLGRAD,47,48
1411,86625516,UGS.Candidacy.Doctype,19-Dec-19,20-Dec-19,19-Dec-19,FYI,BL,,,CJUS,,CJUSPHD,,LINGGMIN,,jonforr,47,48
1412,86625516,UGS.Candidacy.Doctype,19-Dec-19,29-Jan-20,19-Dec-19,Approve,BL,,,CJUS,,CJUSPHD,,LINGGMIN,,UGS.BL.Candidacy.CJUS1,7,48
1413,86627937,COLLGRAD.AdvisoryCom.Doctype,20-Dec-19,20-Dec-19,20-Dec-19,Approve,BL,,,NELC,,NELCPHD,,Religious Studies,,zistraba,47,47
1414,86628536,COLLGRAD.AdvisoryCom.Doctype,20-Dec-19,20-Dec-19,20-Dec-19,Approve,BL,,,ECON,,ECONPHD,,,,kelixu,47,47
1415,86628536,COLLGRAD.AdvisoryCom.Doctype,20-Dec-19,20-Dec-19,20-Dec-19,Approve,BL,,,ECON,,ECONPHD,,,,rulixiao,47,47
1417,86629877,UGS-PhDCommencement.ParentDoctype,20-Dec-19,20-Dec-19,20-Dec-19,Approve,BL,,,EDUC,,LCLNGPHD,,,,UGS.BL.PhDComm.EDUC1,47,47
1418,86629886,COLLGRAD.AdvisoryCom.Doctype,20-Dec-19,08-Jan-20,20-Dec-19,Approve,BL,,,HISP,,PORTPHD,,Comparative Literature,,COLLGRAD.AdvisoryCom.COLLGRAD,28,47
1419,86629965,COLLGRAD.AdvisoryComChange.Doctype,20-Dec-19,27-Jan-20,20-Dec-19,Approve,BL,,,GEOG,,GEOGPHD,,"Evolution, Ecology, and Behavior",,COLLGRAD.AdvisoryCom.COLLGRAD,9,47
1420,86630692,UGS.Candidacy.Doctype,22-Dec-19,22-Dec-19,22-Dec-19,Approve,BL,,,CSCI,,CSCIPHD,,SECURGMIN,,UGS.BL.Candidacy.CSCI1,45,45
1421,86630712,UGS.ExceptionWaiver.Doctype,22-Dec-19,23-Dec-19,22-Dec-19,Approve,BL,,,EDUCIST,,INSYTPHD,,HUCPTGMIN,,jbardzel,44,45
1422,86632424,UGS-PhDCommencement.ParentDoctype,23-Dec-19,23-Dec-19,23-Dec-19,Approve,BL,,,MUS,,MSEDPHD,,,,UGS.BL.PhDComm.MUS1,44,44
1423,86633743,UGS.Candidacy.Doctype,23-Dec-19,03-Feb-20,23-Dec-19,Approve,BL,,,STAT,,STATSCPHD,,CMPLXSGMIN,,UGS.BL.Candidacy.STAT1,2,44
1424,86633743,UGS.Candidacy.Doctype,23-Dec-19,03-Feb-20,23-Dec-19,FYI,BL,,,STAT,,STATSCPHD,,CMPLXSGMIN,,dmanriqu,2,44
1425,86635084,UGS.Candidacy.Doctype,24-Dec-19,21-Jan-20,24-Dec-19,Approve,BL,Intelligent and Interactive Systems,,INFO,,INFOPHD,,Individualized,,UGS.BL.Candidacy.INFO1,15,43
1426,86635084,UGS.Candidacy.Doctype,24-Dec-19,21-Jan-20,24-Dec-19,FYI,BL,Intelligent and Interactive Systems,,INFO,,INFOPHD,,Individualized,,lucgill,15,43
1427,86635856,UGS.CommitteeV2.Doctype,25-Dec-19,26-Dec-19,25-Dec-19,Approve,BL,,,LAW,,LAWDEMPHD,,,,dacwilli,41,42
1428,86635856,UGS.CommitteeV2.Doctype,25-Dec-19,26-Dec-19,25-Dec-19,Approve,BL,,,LAW,,LAWDEMPHD,,,,sk84,41,42
1429,86635894,UGS-MAAdvancedDegree.ParentDoctype,26-Dec-19,06-Jan-20,26-Dec-19,Approve,IN,,,COMM,,APLCMMA,,,,UGS.MAAdvDeg.INFinal.UGS,30,41
1430,86636562,UGS.CommitteeV2.Doctype,26-Dec-19,22-Jan-20,06-Jan-20,Approve,BL,,,OPT,,VISSCPHD,,Biostatistics,,UGS.BL.Committee.OPT1,14,41
1431,86662217,UGS-MAAdvancedDegree.ParentDoctype,28-Dec-19,03-Feb-20,28-Dec-19,Approve,BL,General Linguistics,,LING,,LINGMA,,,,UGS.BL.MAAdvDeg.LING1,2,39
1436,86663628,COLLGRAD.AdvisoryCom.Doctype,30-Dec-19,04-Feb-20,30-Dec-19,Approve,BL,,,GEOG,,GEOGPHD,,Anthropology,,COLLGRAD.AdvisoryCom.COLLGRAD,1,37
1437,86664120,COLLGRAD.AdvisoryCom.Doctype,30-Dec-19,24-Jan-20,30-Dec-19,Approve,BL,,,PSY,,PSYPHD,,Developmental ,,COLLGRAD.AdvisoryCom.COLLGRAD,12,37
1438,86664895,COLLGRAD.AdvisoryCom.Doctype,30-Dec-19,10-Jan-20,30-Dec-19,Approve,BL,,,LING,,LINGPHD,,Informatics,,COLLGRAD.AdvisoryCom.COLLGRAD,26,37
1439,86666934,UGS.CommitteeV2.Doctype,31-Dec-19,02-Jan-20,31-Dec-19,Approve,BL,,,BIOC,,BIOCPHD,,Chromosome biology,,hniu,34,36
1440,86667818,UGS-PhDCommencement.ParentDoctype,02-Jan-20,02-Jan-20,02-Jan-20,Approve,BL,,,EDUC,,LCLNGPHD,,,,UGS.BL.PhDComm.EDUC1,34,34
1441,86670477,UGS-MAAdvancedDegree.ParentDoctype,02-Jan-20,02-Jan-20,02-Jan-20,Approve,IN,,,MUSE,,MUSSTMA,,,,UGS.IN.MAAdvDeg.MUSE1,34,34
1442,86672613,UGS-PhDCommencement.ParentDoctype,02-Jan-20,02-Jan-20,02-Jan-20,Approve,BL,,,EDUC,,SCPSYPHD,,,,UGS.BL.PhDComm.EDUC1,34,34
1443,86677141,UGS-MAAdvancedDegree.ParentDoctype,04-Jan-20,06-Jan-20,04-Jan-20,Approve,IN,,,SHHS,,NUTRNMS2,,,,lcklenk,30,32
1444,86677358,UGS-MAAdvancedDegree.ParentDoctype,05-Jan-20,05-Jan-20,05-Jan-20,Approve,BL,,,ECON,,ECONMA,,,,UGS.BL.MAAdvDeg.ECON1,31,31
1445,86677420,UGS.Candidacy.Doctype,05-Jan-20,23-Jan-20,05-Jan-20,Approve,BL,Social,,PSY,,PSYPHD,,Individualized,,abdiekma,13,31
1446,86678731,UGS.Candidacy.Doctype,06-Jan-20,24-Jan-20,06-Jan-20,Approve,IN,,,MNEU,,MNEURSPHD,,LIFSCGMIN,,dclapp,12,30
1448,86680531,UGS-MAAdvancedDegree.ParentDoctype,06-Jan-20,31-Jan-20,06-Jan-20,Approve,IN,,,GEOL,,GEOLMMS,,,,UGS.MAAdvDeg.INFinal.UGS,5,30
1449,86680546,UGS.Candidacy.Doctype,06-Jan-20,04-Feb-20,06-Jan-20,Approve,BL,,,NELC,,NELCPHD,,CMLTGMIN,,plosensk,1,30
1450,86680733,UGS.Candidacy.Doctype,06-Jan-20,08-Jan-20,06-Jan-20,Approve,BL,Literature,,HISP,,SPANPHD,,RENSTGMIN,,swagscha,28,30
1451,86680805,UGS-MAAdvancedDegree.ParentDoctype,06-Jan-20,03-Feb-20,06-Jan-20,Approve,IN,,,GEOL,,GEOLMMS,,,,UGS.MAAdvDeg.INFinal.UGS,2,30
1452,86681255,UGS-MAAdvancedDegree.ParentDoctype,06-Jan-20,23-Jan-20,06-Jan-20,Approve,IN,Sports,,TCEM,,EVTOURMS,,,,UGS.MAAdvDeg.INFinal.UGS,13,30
1453,86681740,UGS-MAAdvancedDegree.ParentDoctype,06-Jan-20,06-Jan-20,06-Jan-20,Approve,IN,,,PHSL,,CELINPHMS,,,,UGS.IN.MAAdvDeg.PHSL1,30,30
1454,86681989,UGS-MAAdvancedDegree.ParentDoctype,06-Jan-20,09-Jan-20,06-Jan-20,Approve,IN,,,CLRES,,CLRESMSCR,,,,UGS.MAAdvDeg.INFinal.UGS,27,30
1455,86682817,UGS.ExceptionWaiver.Doctype,06-Jan-20,07-Jan-20,06-Jan-20,Approve,BL,OBHRM,,BUS,,BUSPHD,,BUSGMIN,,erikgonz,29,30
1456,86682851,UGS-PhDDefense.ParentDoctype,06-Jan-20,08-Jan-20,07-Jan-20,Approve,BL,,,CHEM,,CHEMPHD,,Chemical Biology,,npohl,28,30
1457,86683378,UGS.ExceptionWaiver.Doctype,07-Jan-20,07-Jan-20,07-Jan-20,Approve,BL,Finance,,BUS,ECON,BUSPHD,,BEPPGMIN,,hzlin,29,29
1458,86683775,UGS.CommitteeV2.Doctype,07-Jan-20,21-Jan-20,07-Jan-20,FYI,BL,,,INFO,,INFOPHD,,Design methods for online subcultures' values,,lucgill,15,29
1459,86683775,UGS.CommitteeV2.Doctype,07-Jan-20,22-Jan-20,07-Jan-20,Approve,BL,,,INFO,,INFOPHD,,Design methods for online subcultures' values,,jbardzel,14,29
1460,86683783,UGS.ExceptionWaiver.Doctype,07-Jan-20,07-Jan-20,07-Jan-20,Approve,BL,BEPP,,BUS,,BUSPHD,,FINGMIN,,hzlin,29,29
1461,86684060,UGS-MAAdvancedDegree.ParentDoctype,07-Jan-20,07-Jan-20,07-Jan-20,Approve,BL,Geomorphology,,EAS,,GEOLMS,,,,UGS.BL.MAAdvDeg.EAS1,29,29
1462,86684105,UGS-PhDCommencement.ParentDoctype,07-Jan-20,07-Jan-20,07-Jan-20,Approve,BL,,,EDUC,,SPCEDPHD,,,,UGS.BL.PhDComm.EDUC1,29,29
1464,86685403,UGS-MAAdvancedDegree.ParentDoctype,07-Jan-20,07-Jan-20,07-Jan-20,Approve,IN,Sport Event Tourism,,SHHS,,HSSCIMS,,,,bmhutton,29,29
1465,86685938,UGS-MAAdvancedDegree.ParentDoctype,07-Jan-20,07-Jan-20,07-Jan-20,Approve,BL,,,FOLK,,FOLKMA,,,,UGS.BL.MAAdvDeg.FOLK1,29,29
1466,86686573,UGS.CommitteeV2.Doctype,07-Jan-20,07-Jan-20,07-Jan-20,Approve,BL,,,SPES,,ENSCIPHD2,,,,UGS.BL.Committee.SPES1,29,29
1467,86687208,UGS.ExceptionWaiver.Doctype,07-Jan-20,08-Jan-20,07-Jan-20,Approve,BL,Entrepreneurship,,BUS,,BUSPHD,,,,fisherg,28,29
1468,86687245,UGS.ExceptionWaiver.Doctype,07-Jan-20,07-Jan-20,07-Jan-20,Approve,BL,Finance,,BUS,,BUSPHD,,,,ww18,29,29
1469,86688359,UGS-MAAdvancedDegree.ParentDoctype,07-Jan-20,09-Jan-20,07-Jan-20,Approve,IN,,,ANTH,,APLANTHMA,,,,UGS.MAAdvDeg.INFinal.UGS,27,29
1470,86689502,UGS.Candidacy.Doctype,08-Jan-20,08-Jan-20,08-Jan-20,Approve,IN,,,PBHL,,HLPMPHD1,,Individualized,,joshvest,28,28
1471,86689537,UGS.CommitteeV2.Doctype,08-Jan-20,09-Jan-20,08-Jan-20,Approve,BL,,,FRIT,,ITALPHD,,,,marnaudo,27,28
1472,86689733,UGS.Candidacy.Doctype,08-Jan-20,16-Jan-20,08-Jan-20,Approve,IN,,,SWK,,SWKPHD,,Eclectic,,UGS.Candidacy.UGS.IN,20,28
1473,86693136,UGS.Candidacy.Doctype,08-Jan-20,21-Jan-20,08-Jan-20,Approve,BL,Computer Engineering,,ENGR,,INSENGRPHD,,CSCIGMIN,,UGS.BL.Candidacy.ENGR1,15,28
1474,86693136,UGS.Candidacy.Doctype,08-Jan-20,21-Jan-20,08-Jan-20,FYI,BL,Computer Engineering,,ENGR,,INSENGRPHD,,CSCIGMIN,,lucgill,15,28
1475,86693262,UGS.ExceptionMinor.Doctype,08-Jan-20,08-Jan-20,08-Jan-20,FYI,BL,,,EDUCCI,,CRINPHD,,,,UGS.BL.DGS.EDUCCI,28,28
1476,86693262,UGS.ExceptionMinor.Doctype,08-Jan-20,09-Jan-20,08-Jan-20,Approve,BL,,,EDUCCI,,CRINPHD,,,,UGS.BL.DGS.EDUCCI,27,28
1477,86693745,UGS.Candidacy.Doctype,09-Jan-20,09-Jan-20,09-Jan-20,Approve,BL,,,CSCI,,CSCIPHD,,CSCIGMIN,,UGS.BL.Candidacy.CSCI1,27,27
1478,86693931,UGS.Candidacy.Doctype,09-Jan-20,21-Jan-20,09-Jan-20,Approve,BL,,,SPPA,,PBAFFPHD2,,PUBAFGMIN,,UGS.BL.Candidacy.SPPA1,15,27
1479,86695447,UGS-MAAdvancedDegree.ParentDoctype,09-Jan-20,09-Jan-20,09-Jan-20,Approve,IN,Sports,,TCEM,,EVTOURMS,,,,UGS.IN.MAAdvDeg.TCEM1,27,27
1480,86696502,UGS.Candidacy.Doctype,09-Jan-20,04-Feb-20,09-Jan-20,Approve,BL,2 concen: Pol. Phil. / Comp. Pol.,,POLS,,POLSPHD,,LAWGMIN,,UGS.BL.Candidacy.POLS1,1,27
1481,86696990,UGS.ExceptionWaiver.Doctype,09-Jan-20,09-Jan-20,09-Jan-20,Approve,BL,,,MED,,CMCBIOPHD,,GENGMIN,,pchollen,27,27
1482,86697348,UGS.CommitteeChangeV2.Doctype,09-Jan-20,30-Jan-20,09-Jan-20,Approve,BL,,,EDUCCEP,,LRNDEVPHD,,Adult Education,,UGS.Committee.UGS.BL,6,27
1487,86698142,UGS.ExceptionWaiver.Doctype,09-Jan-20,09-Jan-20,09-Jan-20,Approve,BL,Ancient History,,HIST,,HISTPHD,,,,UGS.BL.SECREC.HIST,27,27
1488,86698204,UGS-MAAdvancedDegree.ParentDoctype,09-Jan-20,09-Jan-20,09-Jan-20,Approve,BL,Poetry,,ENG,,CRWRMFA,,,,UGS.BL.MAAdvDeg.ENG1,27,27
1489,86724237,COLLGRAD.AdvisoryCom.Doctype,10-Jan-20,10-Jan-20,10-Jan-20,Approve,BL,,,CHEM,,CHEMPHD,,Inorganic/Chemical Biology,,tsnaddon,26,26
1490,86724662,COLLGRAD.AdvisoryCom.Doctype,10-Jan-20,10-Jan-20,10-Jan-20,Approve,BL,,,CHEM,,CHEMPHD,,Biophysics,,giedroc,26,26
1491,86725246,UGS-MAAdvancedDegree.ParentDoctype,10-Jan-20,14-Jan-20,10-Jan-20,Approve,IN,,,CLRES,,CLRESMSCR,,,,UGS.MAAdvDeg.INFinal.UGS,22,26
1492,86725315,UGS.Candidacy.Doctype,10-Jan-20,10-Jan-20,10-Jan-20,Approve,IN,Cultural Ecologies,,AMST,,AMSTPHD,,Individualized,,UGS.IN.Candidacy.AMST1,26,26
1493,86725320,UGS.Candidacy.Doctype,10-Jan-20,10-Jan-20,10-Jan-20,Approve,BL,,,EDUCLCLE,,LCLNGPHD,,ISTGMIN,NELCGMIN,UGS.BL.Candidacy.EDUCLCLE1,26,26
1494,86725386,UGS.Candidacy.Doctype,10-Jan-20,10-Jan-20,10-Jan-20,Approve,BL,,,EDUCLCLE,,LCLNGPHD,,ISTGMIN,NELCGMIN,UGS.BL.Candidacy.EDUCLCLE1,26,26
1495,86725442,UGS.Candidacy.Doctype,10-Jan-20,22-Jan-20,10-Jan-20,Approve,BL,Chemical Biology,,CHEM,,CHEMPHD,,ANACHEGMIN,,clemmer,14,26
1496,86725482,UGS.CommitteeV2.Doctype,10-Jan-20,10-Jan-20,10-Jan-20,Approve,BL,,,CHEM,,CHEMPHD,,Analytical Chemistry,,UGS.BL.Committee.CHEM1,26,26
1497,86726396,UGS.ExceptionWaiver.Doctype,10-Jan-20,03-Feb-20,10-Jan-20,Approve,BL,Analytical,,CHEM,CHEM,CHEMPHD,,CHEBIOGMIN,,UGS.Exception.UGS1.BL,2,26
1498,86726611,UGS-MAAdvancedDegree.ParentDoctype,10-Jan-20,10-Jan-20,10-Jan-20,Approve,BL,,,CEUS,,CEUSMA,,,,UGS.BL.MAAdvDeg.CEUS1,26,26
1499,86727577,UGS.CommitteeV2.Doctype,10-Jan-20,10-Jan-20,10-Jan-20,Approve,IN,,,AMST,,AMSTPHD,,Public Problem Solving in Cultural Ecologies,,UGS.IN.Committee.AMST,26,26
1500,86728317,UGS.ExceptionWaiver.Doctype,12-Jan-20,23-Jan-20,12-Jan-20,FYI,BL,PhD,,FOLK,,FOLKPHD,,,,UGS.BL.DGS.FOLK,13,24
1501,86728317,UGS.ExceptionWaiver.Doctype,12-Jan-20,31-Jan-20,12-Jan-20,Approve,BL,PhD,,FOLK,,FOLKPHD,,,,UGS.BL.DGS.FOLK,5,24
1502,86730255,UGS-MAAdvancedDegree.ParentDoctype,13-Jan-20,13-Jan-20,13-Jan-20,Approve,BL,,,ECON,,ECONMA,,,,UGS.BL.MAAdvDeg.ECON1,23,23
1503,86730530,UGS.CommitteeV2.Doctype,13-Jan-20,14-Jan-20,13-Jan-20,Approve,BL,,,HISP,,SPANPHD,,Catalan,,UGS.BL.Committee.HISP2,22,23
1505,86730695,UGS.CommitteeV2.Doctype,13-Jan-20,13-Jan-20,13-Jan-20,Approve,BL,,,LING,,LINGPHD,,Speech and Hearing Sciences,,lanzaldu,23,23
1506,86731039,UGS-PhDCommencement.ParentDoctype,13-Jan-20,13-Jan-20,13-Jan-20,Approve,BL,,,EDUC,,SCPSYPHD,,,,UGS.BL.PhDComm.EDUC1,23,23
1511,86731333,UGS.ExceptionMinor.Doctype,13-Jan-20,22-Jan-20,13-Jan-20,Approve,BL,,,CHEM,,CHEMPHD,,,,UGS.Exception.AssistantDean,14,23
1512,86731336,UGS-MAAdvancedDegree.ParentDoctype,13-Jan-20,13-Jan-20,13-Jan-20,Approve,BL,Literature,,ENG,,ENGMA,,,,UGS.BL.MAAdvDeg.ENG1,23,23
1513,86731336,UGS-MAAdvancedDegree.ParentDoctype,13-Jan-20,13-Jan-20,13-Jan-20,FYI,BL,Literature,,ENG,,ENGMA,,,,UGS.MAAdvDeg.BL.UGS,23,23
