,doc_hdr_id,doc_typ_nm,doc_crte_dt,crte_dt,doc_mdfn_dt,actn_rqst_cd,prncpl_nm,grp_nm,qual_role_nm,fld_nm,fld_val
1769,70366104,UGS.Candidacy.Doctype,22-Feb-18,04-Dec-18,22-Feb-18,A,0,UGS.BL.Candidacy.LAW1,0,department2,Select
1770,70366104,UGS.Candidacy.Doctype,22-Feb-18,04-Dec-18,22-Feb-18,A,0,UGS.BL.Candidacy.LAW1,0,major1,BL-LAWDEMPHD
1771,70366104,UGS.Candidacy.Doctype,22-Feb-18,04-Dec-18,22-Feb-18,A,0,UGS.BL.Candidacy.LAW1,0,concentration1,
1772,70366104,UGS.Candidacy.Doctype,22-Feb-18,04-Dec-18,22-Feb-18,A,0,UGS.BL.Candidacy.LAW1,0,concentration2,
1773,70366104,UGS.Candidacy.Doctype,22-Feb-18,04-Dec-18,22-Feb-18,A,0,UGS.BL.Candidacy.LAW1,0,minor1,BL-POLSGMIN
1774,70366104,UGS.Candidacy.Doctype,22-Feb-18,04-Dec-18,22-Feb-18,A,0,UGS.BL.Candidacy.LAW1,0,minor2,Select
1775,70451901,UGS-MAAdvancedDegree.ParentDoctype,23-Feb-18,23-Feb-18,23-Feb-18,A,nebakell,0,0,campus,BL
1776,70451901,UGS-MAAdvancedDegree.ParentDoctype,23-Feb-18,23-Feb-18,23-Feb-18,A,nebakell,0,0,department,BL-SOAD
1777,70451901,UGS-MAAdvancedDegree.ParentDoctype,23-Feb-18,23-Feb-18,23-Feb-18,A,nebakell,0,0,major,BL-FINASMFA1
1778,70451901,UGS-MAAdvancedDegree.ParentDoctype,23-Feb-18,23-Feb-18,23-Feb-18,A,nebakell,0,0,concentrationTrack,Printmaking
1779,70568793,UGS-PhDDefense.ParentDoctype,27-Feb-18,28-Feb-18,27-Feb-18,A,johshuck,0,0,campus,BL
1780,70568793,UGS-PhDDefense.ParentDoctype,27-Feb-18,28-Feb-18,27-Feb-18,A,johshuck,0,0,department1,BL-EDUCELPS
1781,70568793,UGS-PhDDefense.ParentDoctype,27-Feb-18,28-Feb-18,27-Feb-18,A,johshuck,0,0,department2,Select
1782,70568793,UGS-PhDDefense.ParentDoctype,27-Feb-18,28-Feb-18,27-Feb-18,A,johshuck,0,0,major1,BL-HIEDPHD
1783,70568793,UGS-PhDDefense.ParentDoctype,27-Feb-18,28-Feb-18,27-Feb-18,A,johshuck,0,0,major2,Select
1784,70568793,UGS-PhDDefense.ParentDoctype,27-Feb-18,28-Feb-18,27-Feb-18,A,johshuck,0,0,minor1,
1785,70568793,UGS-PhDDefense.ParentDoctype,27-Feb-18,28-Feb-18,27-Feb-18,A,johshuck,0,0,minor2,
1786,70717194,UGS.CommitteeChangeV2.Doctype,05-Mar-18,05-Mar-18,05-Mar-18,A,0,0,lrutkows,campus,BL
1787,70717194,UGS.CommitteeChangeV2.Doctype,05-Mar-18,05-Mar-18,05-Mar-18,A,0,0,lrutkows,department1,BL-EDUCCEP
1788,70717194,UGS.CommitteeChangeV2.Doctype,05-Mar-18,05-Mar-18,05-Mar-18,A,0,0,lrutkows,department2,Select
1789,70717194,UGS.CommitteeChangeV2.Doctype,05-Mar-18,05-Mar-18,05-Mar-18,A,0,0,lrutkows,major1,BL-INQMTHPHD
1790,70717194,UGS.CommitteeChangeV2.Doctype,05-Mar-18,05-Mar-18,05-Mar-18,A,0,0,lrutkows,major2,Select
1791,70717194,UGS.CommitteeChangeV2.Doctype,05-Mar-18,05-Mar-18,05-Mar-18,A,0,0,lrutkows,minor1,Sociology
1792,70717194,UGS.CommitteeChangeV2.Doctype,05-Mar-18,05-Mar-18,05-Mar-18,A,0,0,lrutkows,minor2,
1793,70831469,UGS.ExceptionRevalidation.Doctype,07-Mar-18,04-Feb-19,07-Mar-18,A,0,0,egalindo,campus,BL
1794,70831469,UGS.ExceptionRevalidation.Doctype,07-Mar-18,04-Feb-19,07-Mar-18,A,0,0,egalindo,department1,BL-EDUCCI
1795,70831469,UGS.ExceptionRevalidation.Doctype,07-Mar-18,04-Feb-19,07-Mar-18,A,0,0,egalindo,major1,BL-CRINPHD
1796,70831469,UGS.ExceptionRevalidation.Doctype,07-Mar-18,04-Feb-19,07-Mar-18,A,0,0,egalindo,concentration1,Mathematics Education 
1797,70831469,UGS.ExceptionRevalidation.Doctype,07-Mar-18,04-Feb-19,07-Mar-18,A,0,0,egalindo,minor1,BL-INQRSGMIN
1798,70831469,UGS.ExceptionRevalidation.Doctype,07-Mar-18,04-Feb-19,07-Mar-18,A,0,0,egalindo,department2,Select
1799,70831469,UGS.ExceptionRevalidation.Doctype,07-Mar-18,04-Feb-19,07-Mar-18,A,0,0,egalindo,major2,Select
1800,70831469,UGS.ExceptionRevalidation.Doctype,07-Mar-18,04-Feb-19,07-Mar-18,A,0,0,egalindo,minor2,Select
1801,70831469,UGS.ExceptionRevalidation.Doctype,07-Mar-18,04-Feb-19,07-Mar-18,A,0,0,egalindo,campusTitle,IU Bloomington
1802,70872689,COLLGRAD.AdvisoryCom.Doctype,08-Mar-18,08-Mar-18,08-Mar-18,A,0,0,cdesante,department1,BL-POLS
1803,70872689,COLLGRAD.AdvisoryCom.Doctype,08-Mar-18,08-Mar-18,08-Mar-18,A,0,0,cdesante,department2,Select
1804,70872689,COLLGRAD.AdvisoryCom.Doctype,08-Mar-18,08-Mar-18,08-Mar-18,A,0,0,cdesante,major1,BL-POLSPHD
1805,70872689,COLLGRAD.AdvisoryCom.Doctype,08-Mar-18,08-Mar-18,08-Mar-18,A,0,0,cdesante,major2,Select
1806,70872689,COLLGRAD.AdvisoryCom.Doctype,08-Mar-18,08-Mar-18,08-Mar-18,A,0,0,cdesante,minor1,Data Science
1807,70872689,COLLGRAD.AdvisoryCom.Doctype,08-Mar-18,08-Mar-18,08-Mar-18,A,0,0,cdesante,minor2,
1808,71196260,UGS.Candidacy.Doctype,16-Mar-18,23-Mar-18,16-Mar-18,A,takada,0,0,campus,BL
1809,71196260,UGS.Candidacy.Doctype,16-Mar-18,23-Mar-18,16-Mar-18,A,takada,0,0,department1,BL-EDUCELPS
1810,71196260,UGS.Candidacy.Doctype,16-Mar-18,23-Mar-18,16-Mar-18,A,takada,0,0,department2,Select
1811,71196260,UGS.Candidacy.Doctype,16-Mar-18,23-Mar-18,16-Mar-18,A,takada,0,0,major1,BL-HPPEDPHD
1812,71196260,UGS.Candidacy.Doctype,16-Mar-18,23-Mar-18,16-Mar-18,A,takada,0,0,major2,
1813,71196260,UGS.Candidacy.Doctype,16-Mar-18,23-Mar-18,16-Mar-18,A,takada,0,0,concentration1,International and Comparative Education
1814,71196260,UGS.Candidacy.Doctype,16-Mar-18,23-Mar-18,16-Mar-18,A,takada,0,0,concentration2,
1815,71196260,UGS.Candidacy.Doctype,16-Mar-18,23-Mar-18,16-Mar-18,A,takada,0,0,minor1,BL-SOCGMIN
1816,71196260,UGS.Candidacy.Doctype,16-Mar-18,23-Mar-18,16-Mar-18,A,takada,0,0,minor2,Select
1817,71290005,UGS-PhDDefense.ParentDoctype,20-Mar-18,21-Mar-18,20-Mar-18,A,0,0,fpawan,campus,BL
1818,71290005,UGS-PhDDefense.ParentDoctype,20-Mar-18,21-Mar-18,20-Mar-18,A,0,0,fpawan,department1,BL-EDUCLCLE
1819,71290005,UGS-PhDDefense.ParentDoctype,20-Mar-18,21-Mar-18,20-Mar-18,A,0,0,fpawan,department2,Select
1820,71290005,UGS-PhDDefense.ParentDoctype,20-Mar-18,21-Mar-18,20-Mar-18,A,0,0,fpawan,major1,BL-LCLNGPHD
1821,71290005,UGS-PhDDefense.ParentDoctype,20-Mar-18,21-Mar-18,20-Mar-18,A,0,0,fpawan,major2,Select
1822,71290005,UGS-PhDDefense.ParentDoctype,20-Mar-18,21-Mar-18,20-Mar-18,A,0,0,fpawan,minor1,
1823,71290005,UGS-PhDDefense.ParentDoctype,20-Mar-18,21-Mar-18,20-Mar-18,A,0,0,fpawan,minor2,
1824,71335783,UGS.CommitteeV2.Doctype,21-Mar-18,21-Mar-18,21-Mar-18,A,0,UGS.BL.Committee.CMLT1,0,campus,BL
1825,71335783,UGS.CommitteeV2.Doctype,21-Mar-18,21-Mar-18,21-Mar-18,A,0,UGS.BL.Committee.CMLT1,0,department1,BL-CMLT
1826,71335783,UGS.CommitteeV2.Doctype,21-Mar-18,21-Mar-18,21-Mar-18,A,0,UGS.BL.Committee.CMLT1,0,department2,Select
1827,71335783,UGS.CommitteeV2.Doctype,21-Mar-18,21-Mar-18,21-Mar-18,A,0,UGS.BL.Committee.CMLT1,0,major1,BL-CMLTPHD
1828,71335783,UGS.CommitteeV2.Doctype,21-Mar-18,21-Mar-18,21-Mar-18,A,0,UGS.BL.Committee.CMLT1,0,minor1,English (Medieval British Lit. & Langs.)
1829,71335783,UGS.CommitteeV2.Doctype,21-Mar-18,21-Mar-18,21-Mar-18,A,0,UGS.BL.Committee.CMLT1,0,minor2,
1830,71489210,UGS.StudyAbroad.Doctype,26-Mar-18,27-Mar-18,26-Mar-18,A,0,UGS.StudyAbroad.UGSReview,0,campus,BL
1831,71489210,UGS.StudyAbroad.Doctype,26-Mar-18,27-Mar-18,26-Mar-18,A,0,UGS.StudyAbroad.UGSReview,0,department,COLL
1832,71788724,UGS.Candidacy.Doctype,04-Apr-18,18-Apr-18,04-Apr-18,A,vpcornet,0,0,campus,IN
1833,71788724,UGS.Candidacy.Doctype,04-Apr-18,18-Apr-18,04-Apr-18,A,vpcornet,0,0,department1,IN-INFO
1834,71788724,UGS.Candidacy.Doctype,04-Apr-18,18-Apr-18,04-Apr-18,A,vpcornet,0,0,department2,Select
1835,71788724,UGS.Candidacy.Doctype,04-Apr-18,18-Apr-18,04-Apr-18,A,vpcornet,0,0,major1,IN-INFOPHD
1836,71788724,UGS.Candidacy.Doctype,04-Apr-18,18-Apr-18,04-Apr-18,A,vpcornet,0,0,major2,
1837,71788724,UGS.Candidacy.Doctype,04-Apr-18,18-Apr-18,04-Apr-18,A,vpcornet,0,0,concentration1,Human-Centered Computing
1838,71788724,UGS.Candidacy.Doctype,04-Apr-18,18-Apr-18,04-Apr-18,A,vpcornet,0,0,concentration2,
1839,71788724,UGS.Candidacy.Doctype,04-Apr-18,18-Apr-18,04-Apr-18,A,vpcornet,0,0,minor1,IN-COMPSCIMIN
1840,71788724,UGS.Candidacy.Doctype,04-Apr-18,18-Apr-18,04-Apr-18,A,vpcornet,0,0,minor2,Select
1841,71970286,UGS-PhDDefense.ParentDoctype,10-Apr-18,12-Apr-18,10-Apr-18,A,hsrawcli,0,0,campus,BL
1842,71970286,UGS-PhDDefense.ParentDoctype,10-Apr-18,12-Apr-18,10-Apr-18,A,hsrawcli,0,0,department1,BL-INFO
1843,71970286,UGS-PhDDefense.ParentDoctype,10-Apr-18,12-Apr-18,10-Apr-18,A,hsrawcli,0,0,department2,Select
1844,71970286,UGS-PhDDefense.ParentDoctype,10-Apr-18,12-Apr-18,10-Apr-18,A,hsrawcli,0,0,major1,BL-INFOPHD
1845,71970286,UGS-PhDDefense.ParentDoctype,10-Apr-18,12-Apr-18,10-Apr-18,A,hsrawcli,0,0,major2,Select
1846,71970286,UGS-PhDDefense.ParentDoctype,10-Apr-18,12-Apr-18,10-Apr-18,A,hsrawcli,0,0,minor1,Anthropology
1847,71970286,UGS-PhDDefense.ParentDoctype,10-Apr-18,12-Apr-18,10-Apr-18,A,hsrawcli,0,0,minor2,
1848,72137229,UGS.ExceptionWaiver.Doctype,16-Apr-18,16-Apr-18,16-Apr-18,A,0,0,jakowill,campus,BL
1849,72137229,UGS.ExceptionWaiver.Doctype,16-Apr-18,16-Apr-18,16-Apr-18,A,0,0,jakowill,department1,BL-AAAD
1850,72137229,UGS.ExceptionWaiver.Doctype,16-Apr-18,16-Apr-18,16-Apr-18,A,0,0,jakowill,major1,BL-AAADSMA
1851,72137229,UGS.ExceptionWaiver.Doctype,16-Apr-18,16-Apr-18,16-Apr-18,A,0,0,jakowill,minor1,Select
1852,72137229,UGS.ExceptionWaiver.Doctype,16-Apr-18,16-Apr-18,16-Apr-18,A,0,0,jakowill,department2,Select
1853,72137229,UGS.ExceptionWaiver.Doctype,16-Apr-18,16-Apr-18,16-Apr-18,A,0,0,jakowill,major2,Select
1854,72137229,UGS.ExceptionWaiver.Doctype,16-Apr-18,16-Apr-18,16-Apr-18,A,0,0,jakowill,minor2,Select
1855,72137229,UGS.ExceptionWaiver.Doctype,16-Apr-18,16-Apr-18,16-Apr-18,A,0,0,jakowill,campusTitle,IU Bloomington
1856,72159865,UGS.ExceptionMinor.Doctype,16-Apr-18,18-Apr-18,16-Apr-18,A,stsher,0,0,campus,BL
1857,72159865,UGS.ExceptionMinor.Doctype,16-Apr-18,18-Apr-18,16-Apr-18,A,stsher,0,0,department1,BL-INFO
1858,72159865,UGS.ExceptionMinor.Doctype,16-Apr-18,18-Apr-18,16-Apr-18,A,stsher,0,0,major1,BL-INFOPHD
1859,72159865,UGS.ExceptionMinor.Doctype,16-Apr-18,18-Apr-18,16-Apr-18,A,stsher,0,0,concentration1,Human Computer Interaction Design
1860,72159865,UGS.ExceptionMinor.Doctype,16-Apr-18,18-Apr-18,16-Apr-18,A,stsher,0,0,department2,none
1861,72159865,UGS.ExceptionMinor.Doctype,16-Apr-18,18-Apr-18,16-Apr-18,A,stsher,0,0,major2,Select
1862,72159865,UGS.ExceptionMinor.Doctype,16-Apr-18,18-Apr-18,16-Apr-18,A,stsher,0,0,campusTitle,IU Bloomington
1863,72192942,UGS.ExceptionRevalidation.Doctype,17-Apr-18,03-May-18,17-Apr-18,A,sloucks,0,0,campus,BL
1864,72192942,UGS.ExceptionRevalidation.Doctype,17-Apr-18,03-May-18,17-Apr-18,A,sloucks,0,0,department1,BL-EDUCIST
1865,72192942,UGS.ExceptionRevalidation.Doctype,17-Apr-18,03-May-18,17-Apr-18,A,sloucks,0,0,major1,BL-INSYTPHD
1866,72192942,UGS.ExceptionRevalidation.Doctype,17-Apr-18,03-May-18,17-Apr-18,A,sloucks,0,0,minor1,Select
1867,72192942,UGS.ExceptionRevalidation.Doctype,17-Apr-18,03-May-18,17-Apr-18,A,sloucks,0,0,department2,Select
1868,72192942,UGS.ExceptionRevalidation.Doctype,17-Apr-18,03-May-18,17-Apr-18,A,sloucks,0,0,major2,Select
1869,72192942,UGS.ExceptionRevalidation.Doctype,17-Apr-18,03-May-18,17-Apr-18,A,sloucks,0,0,minor2,Select
1870,72192942,UGS.ExceptionRevalidation.Doctype,17-Apr-18,03-May-18,17-Apr-18,A,sloucks,0,0,campusTitle,IU Bloomington
1871,72301993,UGS-PhDDefense.ParentDoctype,19-Apr-18,25-Apr-18,19-Apr-18,A,zidulin,0,0,campus,BL
1872,72301993,UGS-PhDDefense.ParentDoctype,19-Apr-18,25-Apr-18,19-Apr-18,A,zidulin,0,0,department1,BL-PHYS
1873,72301993,UGS-PhDDefense.ParentDoctype,19-Apr-18,25-Apr-18,19-Apr-18,A,zidulin,0,0,department2,Select
1874,72301993,UGS-PhDDefense.ParentDoctype,19-Apr-18,25-Apr-18,19-Apr-18,A,zidulin,0,0,major1,BL-PHYSPHD
1875,72301993,UGS-PhDDefense.ParentDoctype,19-Apr-18,25-Apr-18,19-Apr-18,A,zidulin,0,0,major2,Select
1876,72301993,UGS-PhDDefense.ParentDoctype,19-Apr-18,25-Apr-18,19-Apr-18,A,zidulin,0,0,minor1,Physics (minor)
1877,72301993,UGS-PhDDefense.ParentDoctype,19-Apr-18,25-Apr-18,19-Apr-18,A,zidulin,0,0,minor2,
1878,72335126,UGS.AddRemoveUserRequest.Doctype,20-Apr-18,18-Jul-19,20-Apr-18,A,kr29,0,0,department,IN-ANAT
1879,72335126,UGS.AddRemoveUserRequest.Doctype,20-Apr-18,18-Jul-19,20-Apr-18,A,kr29,0,0,campus,IN
1880,72335262,UGS.AddRemoveUserRequest.Doctype,20-Apr-18,18-Jul-19,20-Apr-18,A,kr29,0,0,department,IN-BIOC
1881,72335262,UGS.AddRemoveUserRequest.Doctype,20-Apr-18,18-Jul-19,20-Apr-18,A,kr29,0,0,campus,IN
1882,72335291,UGS.AddRemoveUserRequest.Doctype,20-Apr-18,18-Jul-19,20-Apr-18,A,kr29,0,0,department,IN-GRAD
1883,72335291,UGS.AddRemoveUserRequest.Doctype,20-Apr-18,18-Jul-19,20-Apr-18,A,kr29,0,0,campus,IN
1884,72335321,UGS.AddRemoveUserRequest.Doctype,20-Apr-18,18-Jul-19,20-Apr-18,A,kr29,0,0,department,IN-MEDG
1885,72335321,UGS.AddRemoveUserRequest.Doctype,20-Apr-18,18-Jul-19,20-Apr-18,A,kr29,0,0,campus,IN
1886,72335351,UGS.AddRemoveUserRequest.Doctype,20-Apr-18,18-Jul-19,20-Apr-18,A,kr29,0,0,department,IN-MGEN
1887,72335351,UGS.AddRemoveUserRequest.Doctype,20-Apr-18,18-Jul-19,20-Apr-18,A,kr29,0,0,campus,IN
1888,72335374,UGS.AddRemoveUserRequest.Doctype,20-Apr-18,18-Jul-19,20-Apr-18,A,kr29,0,0,department,IN-MICR
1889,72335374,UGS.AddRemoveUserRequest.Doctype,20-Apr-18,18-Jul-19,20-Apr-18,A,kr29,0,0,campus,IN
1890,72335410,UGS.AddRemoveUserRequest.Doctype,20-Apr-18,18-Jul-19,20-Apr-18,A,kr29,0,0,department,IN-MNEU
1891,72335410,UGS.AddRemoveUserRequest.Doctype,20-Apr-18,18-Jul-19,20-Apr-18,A,kr29,0,0,campus,IN
1892,72335435,UGS.AddRemoveUserRequest.Doctype,20-Apr-18,18-Jul-19,20-Apr-18,A,kr29,0,0,department,IN-PATH
1893,72335435,UGS.AddRemoveUserRequest.Doctype,20-Apr-18,18-Jul-19,20-Apr-18,A,kr29,0,0,campus,IN
1894,72335459,UGS.AddRemoveUserRequest.Doctype,20-Apr-18,18-Jul-19,20-Apr-18,A,kr29,0,0,department,IN-PHAR
1895,72335459,UGS.AddRemoveUserRequest.Doctype,20-Apr-18,18-Jul-19,20-Apr-18,A,kr29,0,0,campus,IN
1896,72335493,UGS.AddRemoveUserRequest.Doctype,20-Apr-18,18-Jul-19,20-Apr-18,A,kr29,0,0,department,IN-PHSL
1897,72335493,UGS.AddRemoveUserRequest.Doctype,20-Apr-18,18-Jul-19,20-Apr-18,A,kr29,0,0,campus,IN
1898,72335538,UGS.AddRemoveUserRequest.Doctype,20-Apr-18,21-Jan-20,20-Apr-18,A,kr29,0,0,department,other
1899,72335538,UGS.AddRemoveUserRequest.Doctype,20-Apr-18,21-Jan-20,20-Apr-18,A,kr29,0,0,campus,IN
1900,72399903,UGS.AddRemoveUserRequest.Doctype,23-Apr-18,18-Jul-19,23-Apr-18,A,kr29,0,0,department,IN-LAWM
1901,72399903,UGS.AddRemoveUserRequest.Doctype,23-Apr-18,18-Jul-19,23-Apr-18,A,kr29,0,0,campus,IN
1902,72435579,UGS.CommitteeV2.Doctype,24-Apr-18,01-Feb-19,24-Apr-18,A,0,0,kajjohns,campus,BL
1903,72435579,UGS.CommitteeV2.Doctype,24-Apr-18,01-Feb-19,24-Apr-18,A,0,0,kajjohns,department1,BL-GEOL
1904,72435579,UGS.CommitteeV2.Doctype,24-Apr-18,01-Feb-19,24-Apr-18,A,0,0,kajjohns,department2,Select
1905,72435579,UGS.CommitteeV2.Doctype,24-Apr-18,01-Feb-19,24-Apr-18,A,0,0,kajjohns,major1,BL-GEOLPHD
1906,72435579,UGS.CommitteeV2.Doctype,24-Apr-18,01-Feb-19,24-Apr-18,A,0,0,kajjohns,major2,Select
1907,72435579,UGS.CommitteeV2.Doctype,24-Apr-18,01-Feb-19,24-Apr-18,A,0,0,kajjohns,minor1,
1908,72435579,UGS.CommitteeV2.Doctype,24-Apr-18,01-Feb-19,24-Apr-18,A,0,0,kajjohns,minor2,
1909,72682127,UGS.AddRemoveUserRequest.Doctype,01-May-18,18-Jul-19,01-May-18,A,kr29,0,0,department,IN-MGEN
1910,72682127,UGS.AddRemoveUserRequest.Doctype,01-May-18,18-Jul-19,01-May-18,A,kr29,0,0,campus,IN
1911,72861852,UGS.ExceptionWaiver.Doctype,07-May-18,07-May-18,07-May-18,A,kabixler,0,0,campus,BL
1912,72861852,UGS.ExceptionWaiver.Doctype,07-May-18,07-May-18,07-May-18,A,kabixler,0,0,department1,BL-EDUCCI
1913,72861852,UGS.ExceptionWaiver.Doctype,07-May-18,07-May-18,07-May-18,A,kabixler,0,0,major1,BL-SPCEDPHD
1914,72861852,UGS.ExceptionWaiver.Doctype,07-May-18,07-May-18,07-May-18,A,kabixler,0,0,minor1,Select
1915,72861852,UGS.ExceptionWaiver.Doctype,07-May-18,07-May-18,07-May-18,A,kabixler,0,0,department2,Select
1916,72861852,UGS.ExceptionWaiver.Doctype,07-May-18,07-May-18,07-May-18,A,kabixler,0,0,major2,Select
1917,72861852,UGS.ExceptionWaiver.Doctype,07-May-18,07-May-18,07-May-18,A,kabixler,0,0,minor2,Select
1918,72861852,UGS.ExceptionWaiver.Doctype,07-May-18,07-May-18,07-May-18,A,kabixler,0,0,campusTitle,IU Bloomington
1919,72940504,UGS.Candidacy.Doctype,08-May-18,08-May-18,08-May-18,A,0,UGS.BL.Candidacy.ENG1,0,campus,BL
1920,72940504,UGS.Candidacy.Doctype,08-May-18,08-May-18,08-May-18,A,0,UGS.BL.Candidacy.ENG1,0,department1,BL-ENG
1921,72940504,UGS.Candidacy.Doctype,08-May-18,08-May-18,08-May-18,A,0,UGS.BL.Candidacy.ENG1,0,department2,Select
1922,72940504,UGS.Candidacy.Doctype,08-May-18,08-May-18,08-May-18,A,0,UGS.BL.Candidacy.ENG1,0,major1,BL-ENGPHD
1923,72940504,UGS.Candidacy.Doctype,08-May-18,08-May-18,08-May-18,A,0,UGS.BL.Candidacy.ENG1,0,concentration1,Literature
1924,72940504,UGS.Candidacy.Doctype,08-May-18,08-May-18,08-May-18,A,0,UGS.BL.Candidacy.ENG1,0,concentration2,
1925,72940504,UGS.Candidacy.Doctype,08-May-18,08-May-18,08-May-18,A,0,UGS.BL.Candidacy.ENG1,0,minor1,Individualized
1926,72940504,UGS.Candidacy.Doctype,08-May-18,08-May-18,08-May-18,A,0,UGS.BL.Candidacy.ENG1,0,minor2,Select
1927,73000974,UGS.CommitteeV2.Doctype,09-May-18,30-Dec-19,07-Jul-19,A,0,0,dhenshel,campus,BL
1928,73000974,UGS.CommitteeV2.Doctype,09-May-18,30-Dec-19,07-Jul-19,A,0,0,djwild,campus,BL
1929,73000974,UGS.CommitteeV2.Doctype,09-May-18,30-Dec-19,07-Jul-19,A,0,0,dhenshel,department1,BL-SPES
1930,73000974,UGS.CommitteeV2.Doctype,09-May-18,30-Dec-19,07-Jul-19,A,0,0,djwild,department1,BL-SPES
1931,73000974,UGS.CommitteeV2.Doctype,09-May-18,30-Dec-19,07-Jul-19,A,0,0,dhenshel,department2,Select
1932,73000974,UGS.CommitteeV2.Doctype,09-May-18,30-Dec-19,07-Jul-19,A,0,0,djwild,department2,Select
1933,73000974,UGS.CommitteeV2.Doctype,09-May-18,30-Dec-19,07-Jul-19,A,0,0,dhenshel,major1,BL-ENSCIPHD2
1934,73000974,UGS.CommitteeV2.Doctype,09-May-18,30-Dec-19,07-Jul-19,A,0,0,djwild,major1,BL-ENSCIPHD2
1935,73000974,UGS.CommitteeV2.Doctype,09-May-18,30-Dec-19,07-Jul-19,A,0,0,dhenshel,major2,Select
1936,73000974,UGS.CommitteeV2.Doctype,09-May-18,30-Dec-19,07-Jul-19,A,0,0,djwild,major2,Select
1937,73000974,UGS.CommitteeV2.Doctype,09-May-18,30-Dec-19,07-Jul-19,A,0,0,dhenshel,minor1,
1938,73000974,UGS.CommitteeV2.Doctype,09-May-18,30-Dec-19,07-Jul-19,A,0,0,djwild,minor1,
1939,73000974,UGS.CommitteeV2.Doctype,09-May-18,30-Dec-19,07-Jul-19,A,0,0,dhenshel,minor2,
1940,73000974,UGS.CommitteeV2.Doctype,09-May-18,30-Dec-19,07-Jul-19,A,0,0,djwild,minor2,
1941,73038709,UGS-MAAdvancedDegree.ParentDoctype,10-May-18,27-Sep-19,10-May-18,A,0,UGS.IN.MAAdvDeg.PHSL1,0,campus,IN
1942,73038709,UGS-MAAdvancedDegree.ParentDoctype,10-May-18,27-Sep-19,10-May-18,A,0,UGS.IN.MAAdvDeg.PHSL1,0,department,IN-PHSL
1943,73038709,UGS-MAAdvancedDegree.ParentDoctype,10-May-18,27-Sep-19,10-May-18,A,0,UGS.IN.MAAdvDeg.PHSL1,0,major,IN-CELINPHMS
1944,73038709,UGS-MAAdvancedDegree.ParentDoctype,10-May-18,27-Sep-19,10-May-18,A,0,UGS.IN.MAAdvDeg.PHSL1,0,concentrationTrack,
1945,73095893,UGS.ExceptionWaiver.Doctype,12-May-18,14-May-18,12-May-18,A,0,0,raanders,campus,BL
1946,73095893,UGS.ExceptionWaiver.Doctype,12-May-18,14-May-18,12-May-18,A,0,0,raanders,department1,BL-SPHS
1947,73095893,UGS.ExceptionWaiver.Doctype,12-May-18,14-May-18,12-May-18,A,0,0,raanders,major1,BL-SPHSMA
1948,73095893,UGS.ExceptionWaiver.Doctype,12-May-18,14-May-18,12-May-18,A,0,0,raanders,minor1,Select
1949,73095893,UGS.ExceptionWaiver.Doctype,12-May-18,14-May-18,12-May-18,A,0,0,raanders,department2,Select
1950,73095893,UGS.ExceptionWaiver.Doctype,12-May-18,14-May-18,12-May-18,A,0,0,raanders,major2,Select
1951,73095893,UGS.ExceptionWaiver.Doctype,12-May-18,14-May-18,12-May-18,A,0,0,raanders,minor2,Select
1952,73095893,UGS.ExceptionWaiver.Doctype,12-May-18,14-May-18,12-May-18,A,0,0,raanders,campusTitle,IU Bloomington
1953,73200040,UGS.CommitteeV2.Doctype,16-May-18,18-Jan-19,16-May-18,A,dequeue,0,0,campus,BL
1954,73200040,UGS.CommitteeV2.Doctype,16-May-18,18-Jan-19,16-May-18,A,dequeue,0,0,department1,BL-COGS
1955,73200040,UGS.CommitteeV2.Doctype,16-May-18,18-Jan-19,16-May-18,A,dequeue,0,0,department2,BL-INFO
1956,73200040,UGS.CommitteeV2.Doctype,16-May-18,18-Jan-19,16-May-18,A,dequeue,0,0,major1,BL-COGSPHD
1957,73200040,UGS.CommitteeV2.Doctype,16-May-18,18-Jan-19,16-May-18,A,dequeue,0,0,major2,BL-INFOPHD
1958,73200040,UGS.CommitteeV2.Doctype,16-May-18,18-Jan-19,16-May-18,A,dequeue,0,0,minor1,Distributed Cognition
1959,73200040,UGS.CommitteeV2.Doctype,16-May-18,18-Jan-19,16-May-18,A,dequeue,0,0,minor2,"Computing, Culture, and Society"
1960,73226017,UGS.CommitteeV2.Doctype,16-May-18,17-Dec-19,16-May-18,A,pdober,0,0,campus,BL
1961,73226017,UGS.CommitteeV2.Doctype,16-May-18,17-Dec-19,16-May-18,A,pdober,0,0,department1,BL-EDUCELPS
1962,73226017,UGS.CommitteeV2.Doctype,16-May-18,17-Dec-19,16-May-18,A,pdober,0,0,department2,Select
1963,73226017,UGS.CommitteeV2.Doctype,16-May-18,17-Dec-19,16-May-18,A,pdober,0,0,major1,BL-HPPEDPHD
1964,73226017,UGS.CommitteeV2.Doctype,16-May-18,17-Dec-19,16-May-18,A,pdober,0,0,major2,Select
1965,73226017,UGS.CommitteeV2.Doctype,16-May-18,17-Dec-19,16-May-18,A,pdober,0,0,minor1,Education Policy Studies concentration / Law MIN
1966,73226017,UGS.CommitteeV2.Doctype,16-May-18,17-Dec-19,16-May-18,A,pdober,0,0,minor2,
1967,73380202,UGS.ExceptionRevalidation.Doctype,21-May-18,28-Jun-18,21-May-18,A,pkbharaj,0,0,campus,BL
