,doc_hdr_id,doc_typ_nm,doc_crte_dt,crte_dt,doc_mdfn_dt,actn_rqst_cd,prncpl_nm,grp_nm,qual_role_nm,fld_nm,fld_val
4112,84660828,UGS.AddRemoveUserRequest.Doctype,07-Jun-19,21-Jan-20,07-Jun-19,A,nbrewers,0,0,campus,BL
4113,84695728,UGS.CommitteeV2.Doctype,10-Jun-19,17-Jun-19,10-Jun-19,A,0,0,eklof,campus,BL
4114,84695728,UGS.CommitteeV2.Doctype,10-Jun-19,17-Jun-19,10-Jun-19,A,0,0,eklof,department1,BL-HIST
4115,84695728,UGS.CommitteeV2.Doctype,10-Jun-19,17-Jun-19,10-Jun-19,A,0,0,eklof,department2,Select
4116,84695728,UGS.CommitteeV2.Doctype,10-Jun-19,17-Jun-19,10-Jun-19,A,0,0,eklof,major1,BL-HISTPHD
4117,84695728,UGS.CommitteeV2.Doctype,10-Jun-19,17-Jun-19,10-Jun-19,A,0,0,eklof,major2,Select
4118,84695728,UGS.CommitteeV2.Doctype,10-Jun-19,17-Jun-19,10-Jun-19,A,0,0,eklof,minor1,Jewish Studies
4119,84695728,UGS.CommitteeV2.Doctype,10-Jun-19,17-Jun-19,10-Jun-19,A,0,0,eklof,minor2,
4120,84727220,UGS.AddRemoveUserRequest.Doctype,11-Jun-19,11-Jun-19,11-Jun-19,F,sacald,0,0,department,IN-MUS
4121,84727220,UGS.AddRemoveUserRequest.Doctype,11-Jun-19,11-Jun-19,11-Jun-19,F,sacald,0,0,campus,IN
4122,84727220,UGS.AddRemoveUserRequest.Doctype,11-Jun-19,21-Jan-20,11-Jun-19,A,mlhenry,0,0,department,IN-MUS
4123,84727220,UGS.AddRemoveUserRequest.Doctype,11-Jun-19,21-Jan-20,11-Jun-19,A,mlhenry,0,0,campus,IN
4124,84769088,UGS.ExceptionWaiver.Doctype,12-Jun-19,20-Jun-19,12-Jun-19,A,jehyman,0,0,campus,BL
4125,84769088,UGS.ExceptionWaiver.Doctype,12-Jun-19,20-Jun-19,12-Jun-19,A,jehyman,0,0,department1,BL-EDUCCEP
4126,84769088,UGS.ExceptionWaiver.Doctype,12-Jun-19,20-Jun-19,12-Jun-19,A,jehyman,0,0,major1,BL-COPSYPHD
4127,84769088,UGS.ExceptionWaiver.Doctype,12-Jun-19,20-Jun-19,12-Jun-19,A,jehyman,0,0,minor1,BL-SPPRFPGMIN
4128,84769088,UGS.ExceptionWaiver.Doctype,12-Jun-19,20-Jun-19,12-Jun-19,A,jehyman,0,0,department2,Select
4129,84769088,UGS.ExceptionWaiver.Doctype,12-Jun-19,20-Jun-19,12-Jun-19,A,jehyman,0,0,major2,Select
4130,84769088,UGS.ExceptionWaiver.Doctype,12-Jun-19,20-Jun-19,12-Jun-19,A,jehyman,0,0,campusTitle,IU Bloomington
4131,84769088,UGS.ExceptionWaiver.Doctype,12-Jun-19,20-Jun-19,12-Jun-19,A,jehyman,0,0,minor2,Select
4132,84814945,UGS.AddRemoveUserRequest.Doctype,13-Jun-19,13-Jun-19,13-Jun-19,F,sacald,0,0,department,IN-MNEU
4133,84814945,UGS.AddRemoveUserRequest.Doctype,13-Jun-19,13-Jun-19,13-Jun-19,F,sacald,0,0,campus,IN
4134,84814945,UGS.AddRemoveUserRequest.Doctype,13-Jun-19,21-Jan-20,13-Jun-19,A,mlhenry,0,0,department,IN-MNEU
4135,84814945,UGS.AddRemoveUserRequest.Doctype,13-Jun-19,21-Jan-20,13-Jun-19,A,mlhenry,0,0,campus,IN
4136,84872418,UGS.CommitteeV2.Doctype,14-Jun-19,16-Dec-19,14-Jun-19,A,0,0,abarwich,campus,BL
4137,84872418,UGS.CommitteeV2.Doctype,14-Jun-19,16-Dec-19,14-Jun-19,A,0,0,abarwich,department1,BL-HPSC
4138,84872418,UGS.CommitteeV2.Doctype,14-Jun-19,16-Dec-19,14-Jun-19,A,0,0,abarwich,department2,BL-COGS
4139,84872418,UGS.CommitteeV2.Doctype,14-Jun-19,16-Dec-19,14-Jun-19,A,0,0,abarwich,major1,BL-HPSCPHD
4140,84872418,UGS.CommitteeV2.Doctype,14-Jun-19,16-Dec-19,14-Jun-19,A,0,0,abarwich,major2,BL-COGSPHD
4141,84872418,UGS.CommitteeV2.Doctype,14-Jun-19,16-Dec-19,14-Jun-19,A,0,0,abarwich,minor1,Philosophy (min) / Philosophy of Science (conc)
4142,84872418,UGS.CommitteeV2.Doctype,14-Jun-19,16-Dec-19,14-Jun-19,A,0,0,abarwich,minor2,
4143,84883242,UGS.Candidacy.Doctype,16-Jun-19,18-Jun-19,16-Jun-19,A,0,UGS.Candidacy.UGS.IN,0,campus,IN
4144,84883242,UGS.Candidacy.Doctype,16-Jun-19,18-Jun-19,16-Jun-19,A,0,UGS.Candidacy.UGS.IN,0,department1,IN-SWK
4145,84883242,UGS.Candidacy.Doctype,16-Jun-19,18-Jun-19,16-Jun-19,A,0,UGS.Candidacy.UGS.IN,0,department2,Select
4146,84883242,UGS.Candidacy.Doctype,16-Jun-19,18-Jun-19,16-Jun-19,A,0,UGS.Candidacy.UGS.IN,0,major1,IN-SWKPHD
4147,84883242,UGS.Candidacy.Doctype,16-Jun-19,18-Jun-19,16-Jun-19,A,0,UGS.Candidacy.UGS.IN,0,major2,
4148,84883242,UGS.Candidacy.Doctype,16-Jun-19,18-Jun-19,16-Jun-19,A,0,UGS.Candidacy.UGS.IN,0,concentration1,Clinical
4149,84883242,UGS.Candidacy.Doctype,16-Jun-19,18-Jun-19,16-Jun-19,A,0,UGS.Candidacy.UGS.IN,0,concentration2,
4150,84883242,UGS.Candidacy.Doctype,16-Jun-19,18-Jun-19,16-Jun-19,A,0,UGS.Candidacy.UGS.IN,0,minor1,Individualized
4151,84883242,UGS.Candidacy.Doctype,16-Jun-19,18-Jun-19,16-Jun-19,A,0,UGS.Candidacy.UGS.IN,0,minor2,Select
4152,84883444,UGS.ExceptionMinor.Doctype,16-Jun-19,10-Jul-19,16-Jun-19,A,dlpalmer,0,0,campusTitle,IU Bloomington
4153,84883444,UGS.ExceptionMinor.Doctype,16-Jun-19,10-Jul-19,16-Jun-19,A,dlpalmer,0,0,campus,BL
4154,84883444,UGS.ExceptionMinor.Doctype,16-Jun-19,10-Jul-19,16-Jun-19,A,dlpalmer,0,0,department1,BL-EDUCELPS
4155,84883444,UGS.ExceptionMinor.Doctype,16-Jun-19,10-Jul-19,16-Jun-19,A,dlpalmer,0,0,major1,BL-HIEDPHD
4156,84883444,UGS.ExceptionMinor.Doctype,16-Jun-19,10-Jul-19,16-Jun-19,A,dlpalmer,0,0,department2,Select
4157,84883444,UGS.ExceptionMinor.Doctype,16-Jun-19,10-Jul-19,16-Jun-19,A,dlpalmer,0,0,major2,Select
4158,84892316,UGS.Candidacy.Doctype,17-Jun-19,18-Jun-19,17-Jun-19,A,luetke,0,0,campus,BL
4159,84892316,UGS.Candidacy.Doctype,17-Jun-19,18-Jun-19,17-Jun-19,A,luetke,0,0,department1,BL-SPH
4160,84892316,UGS.Candidacy.Doctype,17-Jun-19,18-Jun-19,17-Jun-19,A,luetke,0,0,department2,Select
4161,84892316,UGS.Candidacy.Doctype,17-Jun-19,18-Jun-19,17-Jun-19,A,luetke,0,0,major1,BL-EPIDPHD
4162,84892316,UGS.Candidacy.Doctype,17-Jun-19,18-Jun-19,17-Jun-19,A,luetke,0,0,major2,
4163,84892316,UGS.Candidacy.Doctype,17-Jun-19,18-Jun-19,17-Jun-19,A,luetke,0,0,concentration1,
4164,84892316,UGS.Candidacy.Doctype,17-Jun-19,18-Jun-19,17-Jun-19,A,luetke,0,0,concentration2,
4165,84892316,UGS.Candidacy.Doctype,17-Jun-19,18-Jun-19,17-Jun-19,A,luetke,0,0,minor1,Individualized
4166,84892316,UGS.Candidacy.Doctype,17-Jun-19,18-Jun-19,17-Jun-19,A,luetke,0,0,minor2,Select
4167,84917876,UGS-PhDDefense.ParentDoctype,17-Jun-19,18-Jun-19,17-Jun-19,A,wardsa,0,0,campus,BL
4168,84917876,UGS-PhDDefense.ParentDoctype,17-Jun-19,18-Jun-19,17-Jun-19,A,wardsa,0,0,department1,BL-CHEM
4169,84917876,UGS-PhDDefense.ParentDoctype,17-Jun-19,18-Jun-19,17-Jun-19,A,wardsa,0,0,department2,Select
4170,84917876,UGS-PhDDefense.ParentDoctype,17-Jun-19,18-Jun-19,17-Jun-19,A,wardsa,0,0,major1,BL-CHEMPHD
4171,84917876,UGS-PhDDefense.ParentDoctype,17-Jun-19,18-Jun-19,17-Jun-19,A,wardsa,0,0,major2,Select
4172,84917876,UGS-PhDDefense.ParentDoctype,17-Jun-19,18-Jun-19,17-Jun-19,A,wardsa,0,0,minor1,Organic
4173,84917876,UGS-PhDDefense.ParentDoctype,17-Jun-19,18-Jun-19,17-Jun-19,A,wardsa,0,0,minor2,
4174,84981724,UGS.Candidacy.Doctype,19-Jun-19,15-Jan-20,19-Jun-19,A,0,0,mgeorgia,campus,IN
4175,84981724,UGS.Candidacy.Doctype,19-Jun-19,15-Jan-20,19-Jun-19,A,0,0,mgeorgia,department1,IN-BIOC
4176,84981724,UGS.Candidacy.Doctype,19-Jun-19,15-Jan-20,19-Jun-19,A,0,0,mgeorgia,department2,Select
4177,84981724,UGS.Candidacy.Doctype,19-Jun-19,15-Jan-20,19-Jun-19,A,0,0,mgeorgia,major1,IN-BIOCMBPHD
4178,84981724,UGS.Candidacy.Doctype,19-Jun-19,15-Jan-20,19-Jun-19,A,0,0,mgeorgia,major2,
4179,84981724,UGS.Candidacy.Doctype,19-Jun-19,15-Jan-20,19-Jun-19,A,0,0,mgeorgia,concentration1,
4180,84981724,UGS.Candidacy.Doctype,19-Jun-19,15-Jan-20,19-Jun-19,A,0,0,mgeorgia,concentration2,
4181,84981724,UGS.Candidacy.Doctype,19-Jun-19,15-Jan-20,19-Jun-19,A,0,0,mgeorgia,minor1,IN-LIFSCGMIN
4182,84981724,UGS.Candidacy.Doctype,19-Jun-19,15-Jan-20,19-Jun-19,A,0,0,mgeorgia,minor2,Select
4183,84981855,UGS.Candidacy.Doctype,19-Jun-19,30-Oct-19,19-Jun-19,A,0,0,ljwindso,campus,IN
4184,84981855,UGS.Candidacy.Doctype,19-Jun-19,30-Oct-19,19-Jun-19,A,0,0,ljwindso,department1,IN-DENT
4185,84981855,UGS.Candidacy.Doctype,19-Jun-19,30-Oct-19,19-Jun-19,A,0,0,ljwindso,department2,Select
4186,84981855,UGS.Candidacy.Doctype,19-Jun-19,30-Oct-19,19-Jun-19,A,0,0,ljwindso,major1,IN-DNTPHPHD
4187,84981855,UGS.Candidacy.Doctype,19-Jun-19,30-Oct-19,19-Jun-19,A,0,0,ljwindso,major2,
4188,84981855,UGS.Candidacy.Doctype,19-Jun-19,30-Oct-19,19-Jun-19,A,0,0,ljwindso,concentration1,Dental Material
4189,84981855,UGS.Candidacy.Doctype,19-Jun-19,30-Oct-19,19-Jun-19,A,0,0,ljwindso,concentration2,
4190,84981855,UGS.Candidacy.Doctype,19-Jun-19,30-Oct-19,19-Jun-19,A,0,0,ljwindso,minor1,IN-LIFSCIMIN
4191,84981855,UGS.Candidacy.Doctype,19-Jun-19,30-Oct-19,19-Jun-19,A,0,0,ljwindso,minor2,Select
4192,84992387,UGS.Candidacy.Doctype,19-Jun-19,27-Jun-19,19-Jun-19,A,icalhoun,0,0,campus,BL
4193,84992387,UGS.Candidacy.Doctype,19-Jun-19,27-Jun-19,19-Jun-19,A,icalhoun,0,0,department1,BL-MUS
4194,84992387,UGS.Candidacy.Doctype,19-Jun-19,27-Jun-19,19-Jun-19,A,icalhoun,0,0,department2,Select
4195,84992387,UGS.Candidacy.Doctype,19-Jun-19,27-Jun-19,19-Jun-19,A,icalhoun,0,0,major1,BL-MSEDPHD
4196,84992387,UGS.Candidacy.Doctype,19-Jun-19,27-Jun-19,19-Jun-19,A,icalhoun,0,0,major2,
4197,84992387,UGS.Candidacy.Doctype,19-Jun-19,27-Jun-19,19-Jun-19,A,icalhoun,0,0,concentration1,
4198,84992387,UGS.Candidacy.Doctype,19-Jun-19,27-Jun-19,19-Jun-19,A,icalhoun,0,0,concentration2,
4199,84992387,UGS.Candidacy.Doctype,19-Jun-19,27-Jun-19,19-Jun-19,A,icalhoun,0,0,minor1,Individualized
4200,84992387,UGS.Candidacy.Doctype,19-Jun-19,27-Jun-19,19-Jun-19,A,icalhoun,0,0,minor2,Select
4201,84993022,UGS.CommitteeChangeV2.Doctype,19-Jun-19,20-Jun-19,19-Jun-19,A,bhensche,0,0,campus,BL
4202,84993022,UGS.CommitteeChangeV2.Doctype,19-Jun-19,20-Jun-19,19-Jun-19,A,bhensche,0,0,department1,BL-SPH
4203,84993022,UGS.CommitteeChangeV2.Doctype,19-Jun-19,20-Jun-19,19-Jun-19,A,bhensche,0,0,department2,Select
4204,84993022,UGS.CommitteeChangeV2.Doctype,19-Jun-19,20-Jun-19,19-Jun-19,A,bhensche,0,0,major1,BL-EPIDPHD
4205,84993022,UGS.CommitteeChangeV2.Doctype,19-Jun-19,20-Jun-19,19-Jun-19,A,bhensche,0,0,major2,Select
4206,84993022,UGS.CommitteeChangeV2.Doctype,19-Jun-19,20-Jun-19,19-Jun-19,A,bhensche,0,0,minor1,Individualized (Physical Activity)
4207,84993022,UGS.CommitteeChangeV2.Doctype,19-Jun-19,20-Jun-19,19-Jun-19,A,bhensche,0,0,minor2,
4208,85007565,UGS.AddRemoveUserRequest.Doctype,20-Jun-19,20-Jun-19,20-Jun-19,F,alwinfre,0,0,department,BL-CJUS
4209,85007565,UGS.AddRemoveUserRequest.Doctype,20-Jun-19,20-Jun-19,20-Jun-19,F,alwinfre,0,0,campus,BL
4210,85007565,UGS.AddRemoveUserRequest.Doctype,20-Jun-19,21-Jan-20,20-Jun-19,A,nbrewers,0,0,department,BL-CJUS
4211,85007565,UGS.AddRemoveUserRequest.Doctype,20-Jun-19,21-Jan-20,20-Jun-19,A,nbrewers,0,0,campus,BL
4212,85007565,UGS.AddRemoveUserRequest.Doctype,20-Jun-19,21-Jan-20,20-Jun-19,A,vakahmed,0,0,department,BL-CJUS
4213,85007565,UGS.AddRemoveUserRequest.Doctype,20-Jun-19,21-Jan-20,20-Jun-19,A,vakahmed,0,0,campus,BL
4214,85053203,UGS.AddRemoveUserRequest.Doctype,21-Jun-19,21-Jun-19,21-Jun-19,F,alwinfre,0,0,department,BL-BUSS
4215,85053203,UGS.AddRemoveUserRequest.Doctype,21-Jun-19,21-Jun-19,21-Jun-19,F,alwinfre,0,0,campus,BL
4216,85053203,UGS.AddRemoveUserRequest.Doctype,21-Jun-19,21-Jan-20,21-Jun-19,A,nbrewers,0,0,department,BL-BUSS
4217,85053203,UGS.AddRemoveUserRequest.Doctype,21-Jun-19,21-Jan-20,21-Jun-19,A,nbrewers,0,0,campus,BL
4218,85067474,UGS.CommitteeV2.Doctype,22-Jun-19,28-Jun-19,22-Jun-19,A,izaman,0,0,campus,BL
4219,85067474,UGS.CommitteeV2.Doctype,22-Jun-19,28-Jun-19,22-Jun-19,A,izaman,0,0,department1,BL-CSCI
4220,85067474,UGS.CommitteeV2.Doctype,22-Jun-19,28-Jun-19,22-Jun-19,A,izaman,0,0,department2,Select
4221,85067474,UGS.CommitteeV2.Doctype,22-Jun-19,28-Jun-19,22-Jun-19,A,izaman,0,0,major1,BL-CSCIPHD
4222,85067474,UGS.CommitteeV2.Doctype,22-Jun-19,28-Jun-19,22-Jun-19,A,izaman,0,0,major2,Select
4223,85067474,UGS.CommitteeV2.Doctype,22-Jun-19,28-Jun-19,22-Jun-19,A,izaman,0,0,minor1,Computer Science
4224,85067474,UGS.CommitteeV2.Doctype,22-Jun-19,28-Jun-19,22-Jun-19,A,izaman,0,0,minor2,
4225,85078544,UGS.AddRemoveUserRequest.Doctype,24-Jun-19,24-Jun-19,24-Jun-19,F,sacald,0,0,department,IN-ECON
4226,85078544,UGS.AddRemoveUserRequest.Doctype,24-Jun-19,24-Jun-19,24-Jun-19,F,sacald,0,0,campus,IN
4227,85078544,UGS.AddRemoveUserRequest.Doctype,24-Jun-19,21-Jan-20,24-Jun-19,A,mlhenry,0,0,department,IN-ECON
4228,85078544,UGS.AddRemoveUserRequest.Doctype,24-Jun-19,21-Jan-20,24-Jun-19,A,mlhenry,0,0,campus,IN
4229,85082821,UGS.AddRemoveUserRequest.Doctype,24-Jun-19,01-Jul-19,01-Jul-19,F,alwinfre,0,0,department,BL-MATH
4230,85082821,UGS.AddRemoveUserRequest.Doctype,24-Jun-19,01-Jul-19,01-Jul-19,F,alwinfre,0,0,campus,BL
4231,85082821,UGS.AddRemoveUserRequest.Doctype,24-Jun-19,21-Jan-20,01-Jul-19,A,nbrewers,0,0,department,BL-MATH
4232,85082821,UGS.AddRemoveUserRequest.Doctype,24-Jun-19,21-Jan-20,01-Jul-19,A,nbrewers,0,0,campus,BL
4233,85102179,UGS.CommitteeV2.Doctype,24-Jun-19,11-Oct-19,24-Jun-19,A,0,0,clements,campus,BL
4234,85102179,UGS.CommitteeV2.Doctype,24-Jun-19,11-Oct-19,24-Jun-19,A,0,0,clements,department1,BL-HISP
4235,85102179,UGS.CommitteeV2.Doctype,24-Jun-19,11-Oct-19,24-Jun-19,A,0,0,clements,department2,Select
4236,85102179,UGS.CommitteeV2.Doctype,24-Jun-19,11-Oct-19,24-Jun-19,A,0,0,clements,major1,BL-SPANPHD
4237,85102179,UGS.CommitteeV2.Doctype,24-Jun-19,11-Oct-19,24-Jun-19,A,0,0,clements,major2,Select
4238,85102179,UGS.CommitteeV2.Doctype,24-Jun-19,11-Oct-19,24-Jun-19,A,0,0,clements,minor1,
4239,85102179,UGS.CommitteeV2.Doctype,24-Jun-19,11-Oct-19,24-Jun-19,A,0,0,clements,minor2,
4240,85118003,UGS.AddRemoveUserRequest.Doctype,25-Jun-19,25-Jun-19,25-Jun-19,F,alwinfre,0,0,department,BL-SOC
4241,85118003,UGS.AddRemoveUserRequest.Doctype,25-Jun-19,25-Jun-19,25-Jun-19,F,alwinfre,0,0,campus,BL
4242,85118003,UGS.AddRemoveUserRequest.Doctype,25-Jun-19,21-Jan-20,25-Jun-19,A,nbrewers,0,0,department,BL-SOC
4243,85118003,UGS.AddRemoveUserRequest.Doctype,25-Jun-19,21-Jan-20,25-Jun-19,A,nbrewers,0,0,campus,BL
4244,85118003,UGS.AddRemoveUserRequest.Doctype,25-Jun-19,21-Jan-20,25-Jun-19,A,vakahmed,0,0,department,BL-SOC
4245,85118003,UGS.AddRemoveUserRequest.Doctype,25-Jun-19,21-Jan-20,25-Jun-19,A,vakahmed,0,0,campus,BL
4246,85121589,UGS.AddRemoveUserRequest.Doctype,25-Jun-19,25-Jun-19,25-Jun-19,F,alwinfre,0,0,department,BL-BUSS
4247,85121589,UGS.AddRemoveUserRequest.Doctype,25-Jun-19,25-Jun-19,25-Jun-19,F,alwinfre,0,0,campus,BL
4248,85121589,UGS.AddRemoveUserRequest.Doctype,25-Jun-19,21-Jan-20,25-Jun-19,A,nbrewers,0,0,department,BL-BUSS
4249,85121589,UGS.AddRemoveUserRequest.Doctype,25-Jun-19,21-Jan-20,25-Jun-19,A,nbrewers,0,0,campus,BL
4250,85165214,UGS.AddRemoveUserRequest.Doctype,26-Jun-19,26-Jun-19,26-Jun-19,F,sacald,0,0,department,IN-SWK
4251,85165214,UGS.AddRemoveUserRequest.Doctype,26-Jun-19,26-Jun-19,26-Jun-19,F,sacald,0,0,campus,IN
4252,85165214,UGS.AddRemoveUserRequest.Doctype,26-Jun-19,21-Jan-20,26-Jun-19,A,mlhenry,0,0,department,IN-SWK
4253,85165214,UGS.AddRemoveUserRequest.Doctype,26-Jun-19,21-Jan-20,26-Jun-19,A,mlhenry,0,0,campus,IN
4254,85242739,UGS.AddRemoveUserRequest.Doctype,28-Jun-19,28-Jun-19,28-Jun-19,F,alwinfre,0,0,department,BL-LING
4255,85242739,UGS.AddRemoveUserRequest.Doctype,28-Jun-19,28-Jun-19,28-Jun-19,F,alwinfre,0,0,campus,BL
4256,85242739,UGS.AddRemoveUserRequest.Doctype,28-Jun-19,21-Jan-20,28-Jun-19,A,nbrewers,0,0,department,BL-LING
4257,85242739,UGS.AddRemoveUserRequest.Doctype,28-Jun-19,21-Jan-20,28-Jun-19,A,nbrewers,0,0,campus,BL
4258,85247646,UGS.AddRemoveUserRequest.Doctype,28-Jun-19,28-Jun-19,28-Jun-19,F,alwinfre,0,0,department,BL-SOAD
4259,85247646,UGS.AddRemoveUserRequest.Doctype,28-Jun-19,28-Jun-19,28-Jun-19,F,alwinfre,0,0,campus,BL
4260,85247646,UGS.AddRemoveUserRequest.Doctype,28-Jun-19,21-Jan-20,28-Jun-19,A,nbrewers,0,0,department,BL-SOAD
4261,85247646,UGS.AddRemoveUserRequest.Doctype,28-Jun-19,21-Jan-20,28-Jun-19,A,nbrewers,0,0,campus,BL
4262,85276879,UGS.AddRemoveUserRequest.Doctype,01-Jul-19,01-Jul-19,01-Jul-19,F,alwinfre,0,0,department,BL-CHEM
4263,85276879,UGS.AddRemoveUserRequest.Doctype,01-Jul-19,01-Jul-19,01-Jul-19,F,alwinfre,0,0,campus,BL
4264,85276879,UGS.AddRemoveUserRequest.Doctype,01-Jul-19,21-Jan-20,01-Jul-19,A,nbrewers,0,0,department,BL-CHEM
4265,85276879,UGS.AddRemoveUserRequest.Doctype,01-Jul-19,21-Jan-20,01-Jul-19,A,nbrewers,0,0,campus,BL
4266,85281808,UGS.AddRemoveUserRequest.Doctype,01-Jul-19,01-Jul-19,01-Jul-19,F,alwinfre,0,0,department,BL-CHEM
4267,85281808,UGS.AddRemoveUserRequest.Doctype,01-Jul-19,01-Jul-19,01-Jul-19,F,alwinfre,0,0,campus,BL
4268,85281808,UGS.AddRemoveUserRequest.Doctype,01-Jul-19,21-Jan-20,01-Jul-19,A,nbrewers,0,0,department,BL-CHEM
4269,85281808,UGS.AddRemoveUserRequest.Doctype,01-Jul-19,21-Jan-20,01-Jul-19,A,nbrewers,0,0,campus,BL
4270,85300992,UGS.AddRemoveUserRequest.Doctype,02-Jul-19,02-Jul-19,02-Jul-19,F,alwinfre,0,0,department,BL-MSCH
4271,85300992,UGS.AddRemoveUserRequest.Doctype,02-Jul-19,02-Jul-19,02-Jul-19,F,alwinfre,0,0,campus,BL
4272,85300992,UGS.AddRemoveUserRequest.Doctype,02-Jul-19,21-Jan-20,02-Jul-19,A,nbrewers,0,0,department,BL-MSCH
4273,85300992,UGS.AddRemoveUserRequest.Doctype,02-Jul-19,21-Jan-20,02-Jul-19,A,nbrewers,0,0,campus,BL
4274,85300998,UGS.AddRemoveUserRequest.Doctype,02-Jul-19,02-Jul-19,02-Jul-19,F,alwinfre,0,0,department,BL-HPSC
4275,85300998,UGS.AddRemoveUserRequest.Doctype,02-Jul-19,02-Jul-19,02-Jul-19,F,alwinfre,0,0,campus,BL
4276,85300998,UGS.AddRemoveUserRequest.Doctype,02-Jul-19,21-Jan-20,02-Jul-19,A,nbrewers,0,0,department,BL-HPSC
4277,85300998,UGS.AddRemoveUserRequest.Doctype,02-Jul-19,21-Jan-20,02-Jul-19,A,nbrewers,0,0,campus,BL
4278,85301155,UGS.AddRemoveUserRequest.Doctype,02-Jul-19,02-Jul-19,02-Jul-19,F,alwinfre,0,0,department,BL-SOC
4279,85301155,UGS.AddRemoveUserRequest.Doctype,02-Jul-19,02-Jul-19,02-Jul-19,F,alwinfre,0,0,campus,BL
4280,85301155,UGS.AddRemoveUserRequest.Doctype,02-Jul-19,21-Jan-20,02-Jul-19,A,nbrewers,0,0,department,BL-SOC
4281,85301155,UGS.AddRemoveUserRequest.Doctype,02-Jul-19,21-Jan-20,02-Jul-19,A,nbrewers,0,0,campus,BL
4282,85301205,UGS.AddRemoveUserRequest.Doctype,02-Jul-19,02-Jul-19,02-Jul-19,F,alwinfre,0,0,department,BL-FRIT
4283,85301205,UGS.AddRemoveUserRequest.Doctype,02-Jul-19,02-Jul-19,02-Jul-19,F,alwinfre,0,0,campus,BL
4284,85301205,UGS.AddRemoveUserRequest.Doctype,02-Jul-19,21-Jan-20,02-Jul-19,A,nbrewers,0,0,department,BL-FRIT
4285,85301205,UGS.AddRemoveUserRequest.Doctype,02-Jul-19,21-Jan-20,02-Jul-19,A,nbrewers,0,0,campus,BL
4286,85301279,UGS.AddRemoveUserRequest.Doctype,02-Jul-19,02-Jul-19,02-Jul-19,F,alwinfre,0,0,department,BL-HISP
4287,85301279,UGS.AddRemoveUserRequest.Doctype,02-Jul-19,02-Jul-19,02-Jul-19,F,alwinfre,0,0,campus,BL
4288,85301279,UGS.AddRemoveUserRequest.Doctype,02-Jul-19,21-Jan-20,02-Jul-19,A,nbrewers,0,0,department,BL-HISP
4289,85301279,UGS.AddRemoveUserRequest.Doctype,02-Jul-19,21-Jan-20,02-Jul-19,A,nbrewers,0,0,campus,BL
4290,85301595,UGS.AddRemoveUserRequest.Doctype,02-Jul-19,02-Jul-19,02-Jul-19,F,alwinfre,0,0,department,BL-HISP
4291,85301595,UGS.AddRemoveUserRequest.Doctype,02-Jul-19,02-Jul-19,02-Jul-19,F,alwinfre,0,0,campus,BL
4292,85301595,UGS.AddRemoveUserRequest.Doctype,02-Jul-19,21-Jan-20,02-Jul-19,A,nbrewers,0,0,department,BL-HISP
4293,85301595,UGS.AddRemoveUserRequest.Doctype,02-Jul-19,21-Jan-20,02-Jul-19,A,nbrewers,0,0,campus,BL
4294,85301974,UGS.AddRemoveUserRequest.Doctype,02-Jul-19,02-Jul-19,02-Jul-19,F,alwinfre,0,0,department,BL-LTAM
4295,85301974,UGS.AddRemoveUserRequest.Doctype,02-Jul-19,02-Jul-19,02-Jul-19,F,alwinfre,0,0,campus,BL
4296,85301974,UGS.AddRemoveUserRequest.Doctype,02-Jul-19,21-Jan-20,02-Jul-19,A,nbrewers,0,0,department,BL-LTAM
4297,85301974,UGS.AddRemoveUserRequest.Doctype,02-Jul-19,21-Jan-20,02-Jul-19,A,nbrewers,0,0,campus,BL
4298,85302064,UGS.AddRemoveUserRequest.Doctype,02-Jul-19,02-Jul-19,02-Jul-19,F,alwinfre,0,0,department,BL-EAS
4299,85302064,UGS.AddRemoveUserRequest.Doctype,02-Jul-19,02-Jul-19,02-Jul-19,F,alwinfre,0,0,campus,BL
4300,85302064,UGS.AddRemoveUserRequest.Doctype,02-Jul-19,21-Jan-20,02-Jul-19,A,nbrewers,0,0,department,BL-EAS
4301,85302064,UGS.AddRemoveUserRequest.Doctype,02-Jul-19,21-Jan-20,02-Jul-19,A,nbrewers,0,0,campus,BL
4302,85302627,UGS.AddRemoveUserRequest.Doctype,02-Jul-19,02-Jul-19,02-Jul-19,F,alwinfre,0,0,department,BL-PHIL
4303,85302627,UGS.AddRemoveUserRequest.Doctype,02-Jul-19,02-Jul-19,02-Jul-19,F,alwinfre,0,0,campus,BL
4304,85302627,UGS.AddRemoveUserRequest.Doctype,02-Jul-19,21-Jan-20,02-Jul-19,A,nbrewers,0,0,department,BL-PHIL
4305,85302627,UGS.AddRemoveUserRequest.Doctype,02-Jul-19,21-Jan-20,02-Jul-19,A,nbrewers,0,0,campus,BL
4306,85305814,UGS.AddRemoveUserRequest.Doctype,02-Jul-19,02-Jul-19,02-Jul-19,F,alwinfre,0,0,department,BL-CHEM
4307,85305814,UGS.AddRemoveUserRequest.Doctype,02-Jul-19,02-Jul-19,02-Jul-19,F,alwinfre,0,0,campus,BL
4308,85305814,UGS.AddRemoveUserRequest.Doctype,02-Jul-19,21-Jan-20,02-Jul-19,A,nbrewers,0,0,department,BL-CHEM
4309,85305814,UGS.AddRemoveUserRequest.Doctype,02-Jul-19,21-Jan-20,02-Jul-19,A,nbrewers,0,0,campus,BL
